"last_name, first_name","player_id","year","xwoba","xwobacon","xbacon","exit_velocity_avg","launch_angle_avg","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","z_swing_percent","z_swing_miss_percent","oz_swing_percent","oz_swing_miss_percent","iz_contact_percent","edge_percent","whiff_percent","swing_percent","pull_percent","straightaway_percent","opposite_percent","f_strike_percent","flyballs_percent","linedrives_percent","sprint_speed"
"Cabrera, Oswaldo","665828","2023",".259",".291",".276","87.8","13.4",3.5,32.5,"97.733755636","92.964070727",71.9,16.6,27.8,42.4,83.1,45.1,23.5,50.5,35.9,35.9,28.1,59.6,26.4,16,"27.8"
"Valdez, Enmanuel","665839","2023",".305",".381",".322","87.5","10.2",10.8,33.7,"97.841454706","92.995234653",59.7,17.4,28.7,38.5,82,46.9,24.3,43.8,33.3,46.1,20.6,53,26.5,23.5,"26.4"
"Chisholm Jr., Jazz","665862","2023",".307",".415",".337","90.3","10.7",12.2,41.8,"101.207728421","95.01360943",64.4,26.6,27,55.8,71.7,44.9,35.7,44.9,41.4,35.9,22.8,59,27.8,16.9,"28.4"
"Ruiz, Esteury","665923","2023",".271",".304",".299","82.7","9.9",2.5,20,"93.969654118","91.300618171",69.9,16.7,34.5,41.4,79.4,42,25.1,51.9,38,33.8,28.2,66.5,20.3,21.4,"29.6"
"Giménez, Andrés","665926","2023",".297",".327",".306","84.8","13.1",5.5,27,"96.663934128","92.344201908",71,18,40,35.9,80.4,42.3,25,54.6,40,36.1,23.9,59.8,22.1,21.9,"29.2"
"Aranda, Jonathan","666018","2023",".276",".321",".293","89","8.4",5.3,43.9,"98.83416931","93.60544",59.4,22,31.4,42.1,78,40.3,29.6,44.3,49.1,24.6,26.3,61.8,19.3,19.3,"26.1"
"Fermin, Freddy","666023","2023",".333",".401",".357","89.9","11.7",9.9,42.7,"99.612583571","94.265238631",80.8,16.3,30,44.4,83.1,44.6,24.3,54.6,40.4,37.4,22.2,67.2,21.1,25.7,"27.1"
"Jones, Nolan","666134","2023",".362",".477",".379","90.1","9.8",15.7,41.3,"102.433112521","95.472742017",57.5,28.3,26.1,39.6,71.5,43,31.9,41.6,34.7,33.1,32.2,57.8,29.3,23.1,"28.4"
"Kirilloff, Alex","666135","2023",".334",".403",".362","88.6","12.4",7.4,37.7,"98.668669706","93.556002892",64.8,17.4,33,44,82.6,42.2,27.6,47.3,32.8,37.3,29.9,60.1,26.5,31.9,"27.2"
"Lowe, Josh","666139","2023",".341",".433",".373","89.1","14.3",11,39.7,"100.551784971","94.421078622",73.3,22,35.7,45,78,43.3,30.2,53.3,30.4,41.7,27.8,62.5,29.3,25.5,"28.7"
"Fletcher, Dominic","666150","2023",".263",".309",".294","89.7","8.5",4.1,39.7,"98.576652222","93.730650845",64.9,13,33.1,39,85.5,38.4,21.1,50,34.2,45.2,20.5,64.4,24.7,20.5,"26.4"
"Moniak, Mickey","666160","2023",".308",".466",".392","89","19.7",12.6,39.2,"100.288235","94.38207288",78.4,27.7,46.7,55.4,71.8,40.9,38.5,61.7,45.5,34.3,20.2,68,31.3,28.3,"28.6"
"Sabol, Blake","666165","2023",".280",".383",".320","89.1","16.1",11.2,38.6,"100.063637128","94.216608032",75.6,27.7,28.1,56.9,69.4,44.1,35.4,52.3,36,36,27.9,63.1,28.9,17.8,"27.4"
"Benson, Will","666181","2023",".321",".417",".360","90.2","14.6",10.3,42.2,"100.059735699","94.448386703",65.9,23.6,19.4,58.3,76.2,42.6,31.5,42.8,38.4,43.2,18.4,56.8,28.1,27,"28.8"
"Bichette, Bo","666182","2023",".363",".434",".390","90.2","6.2",9.6,44.9,"101.736681894","95.184330552",77.1,13,36.4,38,87,42.1,21.1,56.6,25.8,33.7,40.5,62.9,18.8,30.9,"27.1"
"Carlson, Dylan","666185","2023",".318",".335",".301","89.3","15",5.8,37.6,"98.393567326","93.357659942",68,17.5,24.9,36.1,82.5,43.8,22.6,46,32.9,41.6,25.4,60,26.6,22,"27.6"
"Naylor, Bo","666310","2023",".309",".342",".295","87.7","21",8.2,30.8,"97.298027397","92.697509448",66.5,15.1,23.9,39.2,84.9,44.8,21.8,44.5,38.4,34.2,27.4,55.9,28.1,27.4,"27.4"
"Julien, Edouard","666397","2023",".345",".443",".372","89.5","8",13.1,44.9,"100.916636636","94.651510141",61.3,22.2,14.3,58.1,77.6,40.4,29.1,37.6,40.2,31.3,28.5,59.6,22.4,26.6,"27.0"
"Morel, Christopher","666624","2023",".343",".469",".375","92.1","12.4",15.9,50,"103.542229453","96.326775098",71.9,28,28.9,58.1,72,42.8,37,49.8,51.6,32.9,15.5,62.9,29.5,20.5,"28.6"
"Castro, Rodolfo","666801","2023",".268",".321",".280","87.2","7.6",7.8,35.1,"99.104106883","93.615443987",68.5,21.7,27.4,60,77.2,40.6,32.9,47.6,51.9,29.2,18.8,58.2,22.1,13.6,"27.3"
"Alu, Jake","666906","2023",".283",".338",".326","88.6","5.1",2.5,33.3,"97.481260847","92.79926094",66,20.3,32.9,39.8,79.2,46.6,26.5,50,40.8,38.3,20.8,63.4,17.5,25,"28.1"
"García, Adolis","666969","2023",".366",".471",".363","92.1","15.7",16.1,49.7,"102.949539534","96.163808523",71.5,23.5,29.3,48.3,76.5,42.2,31.6,48.6,39.6,35.5,24.9,57.6,36,20.5,"27.3"
"Gurriel Jr., Lourdes","666971","2023",".324",".367",".325","89.7","10.6",8.4,46,"99.859212133","94.368560668",67.5,11.8,30.3,34.2,88.2,43.7,18.7,49.1,39.1,34.2,26.7,62.1,24.4,26.7,"27.1"
"Julks, Corey","667452","2023",".295",".353",".330","87.9","17",4.9,36,"98.704102411","93.406924598",62.5,18,30.2,39.4,82,43.7,25.4,45.8,37.8,37.3,24.9,60.7,23.6,30.7,"28.4"
"Rooker Jr., Brent","667670","2023",".343",".472",".375","91.6","17.6",15.6,49.5,"102.653891351","95.962225864",66.1,26.6,27.3,64.5,73.4,42.1,38.2,46.1,35.3,40,24.7,59.7,36.9,24.7,"27.1"
"Arozarena, Randy","668227","2023",".351",".403",".342","91.7","11.3",12.3,48.3,"102.055211709","95.651873174",61,23.5,27.5,39.9,76.5,41.6,29.1,43,33.8,43.5,22.8,60.6,25.3,23.3,"28.4"
"Pratto, Nick","668472","2023",".278",".416",".373","87.5","13.4",8.1,41.9,"99.593088023","93.891924767",58.8,21.8,27.5,64,78.2,44,35.3,43.1,37.2,39,23.8,63.2,24.4,30.8,"26.3"
"Rogers, Jake","668670","2023",".321",".443",".356","90.4","14.7",12,45.6,"100.372054766","94.614399346",66.3,25.4,22.6,51.7,74.4,42.8,31.7,45.8,41.7,35.6,22.7,59.7,32.4,24.1,"27.2"
"Bleday, JJ","668709","2023",".298",".318",".276","88.6","15.5",6.4,35.3,"98.165226087","93.234953169",68.7,20.5,20,52,79.2,42.6,28,43.6,46,31.6,22.5,56.4,29.9,17.6,"27.2"
"Steer, Spencer","668715","2023",".333",".373",".330","88.7","15.3",6.7,37.1,"99.167567432","93.741896795",63.1,17.2,23.9,43,82.8,42,24.1,43.8,40.5,33.8,25.7,59.4,27.5,24.6,"28.4"
"Baddoo, Akil","668731","2023",".301",".351",".307","88.1","10.8",6.2,36.8,"99.048422545","93.595535682",68.6,15.1,25.7,50.3,83.6,41.5,24.8,47,37.2,34.1,28.8,57.2,26.5,19.5,"29.0"
"Knizner, Andrew","668800","2023",".286",".356",".305","89.6","14.3",7.9,40.9,"100.838167407","94.587740186",72.1,21,37,39.5,78,40.5,27.3,54.8,36,36,28,68.9,31.7,16.5,"25.9"
"Reynolds, Bryan","668804","2023",".360",".427",".366","90.9","10.9",11.1,47.3,"101.022834344","94.957065034",73.1,17.9,25.8,52.7,82.1,42.5,28.2,47.4,37.8,34.8,27.4,56.9,28.7,24,"27.8"
"Vientos, Mark","668901","2023",".304",".414",".351","92.5","9.5",10.7,51,"103.444965733","96.432401342",70.1,28.3,36.4,52.6,71.7,42.4,36.7,53,35.6,44.3,20.1,71.7,22.8,16.8,"26.3"
"Lewis, Royce","668904","2023",".351",".423",".356","90.2","16.2",11.7,42,"101.84701358","95.239275185",65.7,18.5,28.5,48,81.5,42.3,27.3,47.4,37.7,37.7,24.7,63.2,29,25.9,"28.2"
"Turang, Brice","668930","2023",".274",".305",".292","85.5","12.6",2.9,27,"96.246595556","92.125077484",67.2,16.2,27.3,35.6,82.1,44.8,21.5,47.9,27.6,40.3,32.1,66.9,25.1,24.1,"29.4"
"Rutschman, Adley","668939","2023",".373",".391",".353","88.4","12.6",7.5,38.6,"99.614450772","93.937278476",60.7,10.7,23.4,27.1,89.3,44.8,15.6,41,37.2,31.3,31.5,56.5,26,26.4,"27.0"
"Rojas, Josh","668942","2023",".278",".324",".309","87.1","13",3.8,28.9,"96.683976983","92.417791379",61.8,16.4,25.8,43.5,82.5,42.7,24.1,44.3,42.3,31.8,25.9,66.9,28.5,26.4,"26.7"
"Melendez Jr., MJ","669004","2023",".325",".411",".344","93.2","16.9",11.4,49.6,"101.434950217","95.609327411",69.3,27.4,26.8,52.1,72.5,43.5,34.4,47.9,42,37.1,21,64.8,34.6,25.3,"27.6"
"Marsh, Brandon","669016","2023",".322",".411",".363","91.3","12.4",9.1,48.7,"100.732382538","94.960692423",61.5,17.2,25.5,48.9,82.4,41.6,27.3,42.4,37.4,31.7,30.9,60.5,26.8,24.9,"28.6"
"Langeliers, Shea","669127","2023",".300",".391",".312","90.6","19.6",13.3,44.5,"101.929508117","95.365956026",69.9,24,31.2,49.7,76,43.3,32.1,50.3,43.8,30.5,25.6,62.9,31.2,17.5,"28.4"
"Campusano, Luis","669134","2023",".353",".380",".351","88.5","13.2",7.7,40.6,"98.855264444","93.558759091",74,14,35.5,26.9,86,41.4,18.1,55.2,42,37.1,21,63.2,21,28.7,"25.8"
"Murphy, Sean","669221","2023",".395",".461",".372","91.5","13.1",16.1,45.8,"103.261524161","96.100888462",69.5,19.1,23,46.1,80.9,41.1,25.9,45.9,48,35.2,16.8,60.3,27.8,26,"26.0"
"Senzel, Nick","669222","2023",".296",".345",".323","87.4","15.2",4.8,34.1,"98.198786726","93.126818628",70.8,15.2,26.6,39,83.8,45.1,21.5,49.4,45,31.9,23.1,67.9,25.3,23.1,"28.3"
"Edman, Tommy","669242","2023",".312",".338",".317","89.1","7.5",5,38.8,"99.456717727","93.865892803",61.9,7.9,28.6,34.8,91.8,43.2,16.1,45.7,41,37.1,21.9,61.9,21.4,20.1,"28.8"
"Smith, Will","669257","2023",".352",".365",".321","89.3","15.6",6.7,41.6,"99.645654456","94.001340492",67.9,16.2,25,27.6,83.8,43.6,19.5,45.7,34.9,36.2,28.9,58.9,32.3,24,"27.2"
"Suwinski, Jack","669261","2023",".346",".460",".352","90.5","22.4",15.7,43.4,"102.173377122","95.316292734",61.1,22.2,18.2,55.1,77.5,45.2,30.1,39,40.2,36.7,23.1,53.8,36.3,23.1,"28.6"
"Espinal, Santiago","669289","2023",".293",".305",".304","87","11.4",1,29.4,"96.258875464","92.131124845",63.7,11.5,25.3,32.5,88.1,42.9,17.6,44.3,40.6,35,24.4,58.9,23.4,28.9,"26.9"
"Miranda, Jose","669304","2023",".281",".303",".291","87.9","10.1",4.2,37.3,"98.190953051","93.099214068",73,18.2,34.9,36.8,81.8,40.4,25.2,51.7,43.2,35.6,21.2,62.5,18.6,23.7,"26.6"
"Gorman, Nolan","669357","2023",".354",".484",".374","91","22.2",16.5,48.5,"102.010586077","95.537335212",72.9,28,27.7,52.9,72,42.2,35.5,49,43.1,28.8,28.1,61,38.5,23.8,"26.5"
"Burger, Jake","669394","2023",".359",".469",".385","91.9","12.3",16.7,49.6,"105.009725862","96.989580029",70.8,21.5,38.5,55.5,78.5,42.5,34.1,54,45.8,36.3,17.9,62.6,21.9,25.1,"28.0"
"Allen, Nick","669397","2023",".250",".270",".270","84.8","6.8",1.2,26.6,"95.649982295","91.839086803",68,10.7,29.1,39.6,88.1,44.5,19,49.2,27.8,42.1,30.1,68.4,18.5,19.3,"27.9"
"Schmitt, Casey","669477","2023",".282",".339",".312","88.1","15.1",6.7,34,"99.016028632","93.561277316",71.3,16.8,38.5,45.9,82.7,45,26.9,55,37.6,36.1,26.3,63.5,27.8,22.2,"28.0"
"Smith, Josh","669701","2023",".321",".355",".295","88.5","12.5",10.5,36.4,"99.426100571","93.805422714",62.2,14.1,22.2,41.7,85.2,41.1,21.3,42.3,42.7,35,22.4,57.3,32.2,18.2,"28.5"
"Triolo, Jared","669707","2023",".324",".410",".386","86.6","10.6",5.9,33.6,"98.027101167","93.167449076",62.8,22.4,25.9,55.4,77.3,39.8,32.4,43.7,38.7,32.8,28.6,64.6,23.5,32.8,"28.4"
"Hays, Austin","669720","2023",".309",".381",".330","89.4","10.4",8.9,40.1,"100.462787656","94.411352037",63.8,17.2,30.9,49.1,82.6,42.1,28.3,46.6,37,38.5,24.5,62.8,29.7,20.3,"27.4"
"Call, Alex","669743","2023",".296",".294",".269","86.8","17",5.3,30.1,"97.369230205","92.725954777",61.3,12.5,19.8,35.9,85.9,43.6,18.3,40.3,43,34.4,22.5,56.7,28.8,20.2,"28.8"
"Toglia, Michael","669911","2023",".255",".341",".315","90.2","16.7",5.5,44,"101.117121957","94.904654725",71.8,20.9,30.3,76.3,79.1,42.1,38.8,49.8,39.6,29.7,30.8,63.8,33,25.3,"28.0"
"Lopez, Nicky","670032","2023",".292",".285",".284","86.7","0.5",1.1,23.7,"95.31187172","91.719033135",67.9,15.4,26.6,40.2,84.6,41.7,22,47.9,30,42.6,27.4,58,13.2,27.9,"27.7"
"Raley, Luke","670042","2023",".327",".432",".350","91.1","17.3",12.9,45.7,"102.675194071","95.677039912",74.8,26.8,31.3,64.5,72.6,45.4,38.9,51.8,43.1,34.5,22.4,59.4,27.6,17.2,"28.8"
"Short, Zack","670097","2023",".297",".351",".301","87.6","21.2",8.8,33.5,"98.045696579","93.141459737",64.2,18.6,16.4,52.6,80.5,42.4,24.9,41.9,47.2,32.7,20.1,62.8,30.8,18.2,"28.1"
"Mastrobuoni, Miles","670156","2023",".302",".348",".341","87.5","13.7",1.9,34.6,"98.095820612","93.493071531",53.1,17.3,23.8,33.8,80.1,42.3,22.6,38,35.6,36.5,27.9,57,18.3,27.9,"28.6"
"Wallner, Matt","670242","2023",".374",".499",".373","91.9","21",18.8,48.1,"104.489305224","96.79268782",69.8,31.4,26.9,47.7,68.6,43.3,36.3,47.1,45.9,27.1,27.1,61.3,33.8,21.8,"28.0"
"Alvarez, Yordan","670541","2023",".438",".500",".386","93.3","17.1",18,52.2,"104.629318875","96.977658344",64.7,13.3,26.1,41.5,86.5,40.5,22.4,43.7,40.4,32.3,27.3,56.6,35.7,22.4,"26.3"
"Paredes, Isaac","670623","2023",".315",".322",".291","86.9","22.2",5.9,28.5,"96.372683866","92.205361059",66,10.8,28.3,33,89.2,42.5,18.2,45.6,52.7,28,19.3,58.7,28.5,24.9,"26.1"
"Walls, Taylor","670764","2023",".277",".308",".291","86.7","19.1",3.3,28.8,"95.825872762","91.918126429",65.6,21.6,17.8,49.2,77.8,44.3,27,43,36.3,38.2,25.5,57.6,31.6,21.7,"28.2"
"Friedl Jr., TJ","670770","2023",".289",".296",".293","86.7","16.1",3.2,27.6,"96.368739947","92.196228515",59,11.2,24.6,35.5,86.7,42.7,18.2,42.2,42.3,36.7,21,60.7,25.9,22,"28.3"
"Casas, Triston","671213","2023",".370",".449",".359","91.1","15.7",13.1,46.6,"102.616692288","95.686960262",66.5,22.7,22.1,43.6,77.3,44.3,28.1,43.6,40,39,21,53.8,31.5,25.6,"24.9"
"Waters, Drew","671221","2023",".313",".420",".360","87.4","17.2",10.1,35.9,"98.74293303","93.391262626",73,23.1,31.8,51.6,76.9,43.9,32.4,51.3,40.4,35.4,24.2,63.5,34.8,26.3,"28.7"
"García, Luis","671277","2023",".308",".329",".303","88.3","4.6",5.8,36.5,"99.158102245","93.638514796",74,12.5,30.8,28.9,87.3,42.2,17.9,50.6,32.2,40.8,27.1,61.1,18.2,25.1,"27.2"
"Freeman, Tyler","671289","2023",".315",".353",".336","85.8","6.2",3.2,38.1,"99.035576452","93.596430081",66,11.9,29.2,31.2,87.1,45.6,17.8,47.6,38.9,38.1,23,68.5,15.9,28.6,"28.6"
"Butler, Lawrence","671732","2023",".289",".380",".321","88.3","16.2",9,37.1,"100.126691591","94.139083636",65.4,19.7,26.8,59,80.3,40.8,29.7,47.8,30.3,37.1,32.6,58.1,32.6,14.6,"27.4"
"Harris II, Michael","671739","2023",".357",".421",".379","90.9","7.6",10,48.5,"103.586789505","96.131496609",68.2,17.8,38.1,35.8,81.6,44.4,24.4,52.9,33.3,38.7,27.9,62.5,17.4,28.2,"28.8"
"Bailey, Patrick","672275","2023",".313",".410",".361","88.7","10.2",10,38.4,"99.385269825","93.890632907",65,18.1,26.6,47.3,81.9,42.8,26.2,46.5,41,33.6,25.3,61.5,25.8,26.2,"26.2"
"Kelenic, Jarred","672284","2023",".333",".457",".407","90.9","10.1",9.5,45.5,"101.460697521","95.139393983",66.4,22.7,28.5,57.7,77.3,43.3,33.8,46.8,38.4,36.8,24.8,57.9,24.4,29.8,"28.0"
"Arias, Gabriel","672356","2023",".304",".418",".357","91.1","3.7",9.9,46.3,"101.9318672","95.322139548",76.9,29.2,33.1,57.5,70.2,39.9,37.5,55.5,33,37.4,29.6,67.5,20.7,22.7,"28.0"
"Kirk, Alejandro","672386","2023",".320",".310",".289","87.6","6.3",5.2,38.3,"98.523712317","93.313905535",57.4,7.5,26.7,23.6,92.5,42.2,12.8,41.6,27.1,45.9,27.1,62.5,21.9,23.1,"23.7"
"Diaz, Jordan","672478","2023",".285",".340",".305","90","5.4",6.4,43.6,"101.524778137","95.000604729",76.3,16.3,37,56,83.7,40.4,29.9,56,33.8,38.2,27.9,67.6,19.1,20.6,"25.3"
"Moreno, Gabriel","672515","2023",".314",".356",".337","89.8","4.2",4.8,41.8,"99.719820735","94.156039559",57.3,12,26.3,37.8,88,43.1,19.7,42.4,29.3,44.3,26.4,57.1,16.5,26,"27.2"
"Garcia, Maikel","672580","2023",".319",".380",".361","91.8","6.1",3.9,50.6,"101.538604663","95.500565408",63.6,15.6,20.6,32.8,84,42.6,19.5,43.1,29.4,42.8,27.8,64.5,18.3,29.2,"28.2"
"Perdomo, Geraldo","672695","2023",".275",".258",".256","85.7","16.4",0.9,19.5,"94.552794268","91.28665535",59.4,10.7,17.1,31.2,86.8,43.8,15,39.1,40.7,34.5,24.8,55.7,27.1,23.3,"27.2"
"Peraza, Oswald","672724","2023",".281",".333",".313","87.2","9.8",4.1,28.5,"98.567658226","93.419530488",72.7,22.5,27.8,58.7,77.1,40.2,33.1,49.5,48,39,13,63.4,18.7,21.1,"28.7"
"Marcano, Tucupita","672779","2023",".292",".321",".301","88.3","14.4",5.2,34.9,"97.898414815","93.051435926",72.4,9.8,29.4,29.1,88,42.4,15,51.8,38.4,36.6,25,63.6,25,24.4,"27.6"
"Sosa, Lenyn","672820","2023",".294",".375",".334","89.4","14.1",7.8,38.3,"98.778247581","93.561915041",65.4,16.3,40.6,36.5,83.2,41.4,24,53.2,32,32.8,35.2,68.8,26.6,25,"27.6"
"Diaz, Yainer","673237","2023",".360",".434",".359","90.3","11.5",12.2,43.9,"101.571037778","95.208391603",76.4,17.2,44,42.4,82.8,39.4,27.6,58.6,39.4,35.5,25.1,67.9,29.6,22.6,"27.6"
"Robert Jr., Luis","673357","2023",".347",".471",".377","89.1","16.1",15.4,42.3,"101.844478191","95.05043424",78.1,21.4,40.5,54.3,78.6,41.5,33.5,58.3,45.2,30.9,23.9,69.4,30.3,24.7,"28.7"
"Kim, Ha-Seong","673490","2023",".313",".335",".317","86.2","13.6",4.2,26.7,"96.561670433","92.283861587",55.1,14.6,20.4,27.2,84.6,45.1,17.7,38.9,42,37.3,20.8,57.8,25.2,24.3,"28.5"
"Suzuki, Seiya","673548","2023",".357",".425",".376","91.4","10.8",10.5,48,"102.157061122","95.610201816",60.5,15.8,19.8,39.3,84.2,42.5,21.3,40.9,37,41.3,21.7,60,24,28.6,"28.5"
"Jung, Josh","673962","2023",".337",".453",".378","91.8","15",11.9,47.4,"101.620526098","95.373200793",72.7,20.6,32.9,47.9,79.4,41.1,29.7,51.8,36.8,39.2,24,66.8,29.5,29.5,"26.8"
"Smith, Kevin","675656","2023",".237",".347",".289","88","13.6",9,36,"99.217505476","93.806065119",64.5,20,42.3,48.2,78.2,41.7,31.4,53.4,32.6,29.2,38.2,70.5,32.6,16.9,"27.3"
"Williams, Alika","675961","2023",".244",".304",".303","83.4","10.1",3,25.4,"96.112825938","92.073845625",68.9,19.1,26.5,63.9,80.3,41.7,31.7,47.6,35.8,41.8,22.4,72.3,22.4,26.9,"28.2"
"Westburg, Jordan","676059","2023",".315",".387",".355","90.2","13.4",6.5,44.5,"100.977982987","94.800749545",69.9,18.2,28.4,43.7,81.5,42.2,25.8,48.7,45.2,36.1,18.7,66.7,21.3,29,"28.9"
"Noda, Ryan","676116","2023",".334",".440",".367","91.2","16",13,45,"102.125166441","95.450814851",65.7,27.6,19.2,70.1,72.1,41.9,36.9,42.9,44.5,31.9,23.5,62.3,30.3,26.1,"27.3"
"Velázquez, Nelson","676369","2023",".374",".498",".369","91","14.4",21.4,49.1,"102.412957857","95.873260446",73.6,24.7,29.4,53.6,74.9,43,33.7,50.1,45.5,27.7,26.8,60.9,41.1,16.1,"27.2"
"Burleson, Alec","676475","2023",".337",".359",".322","89.9","12.4",5.9,41,"99.931806194","94.381917566",71.5,11.7,34,29.4,87.6,43.8,17.7,52,37.4,35.2,27.5,61.7,24.2,27.5,"25.6"
"Barrero, Jose","676480","2023",".277",".344",".325","87.5","17.2",3.3,35.6,"98.756577778","93.466827753",70.5,21,33.4,59.8,79,39,35.2,50.2,47.8,34.4,17.8,55,28.9,23.3,"27.5"
"Caballero, José","676609","2023",".299",".308",".286","83.3","21.5",3.6,23.7,"94.973345476","91.572536826",57.5,15,29,38.6,84,40.1,23,43.2,45.6,30.8,23.7,60,25.4,25.4,"29.0"
"Meyers, Jake","676694","2023",".283",".337",".298","86","13.9",6.3,27.9,"96.65184","92.333391091",69.4,17.9,26.8,50.6,81.5,40.2,26.9,48.3,40.1,32.4,27.5,65.1,30.6,21.2,"29.2"
"Trejo, Alan","676701","2023",".276",".320",".307","85.5","14.6",4.4,22.6,"94.830734557","91.440444522",69.8,14.4,32.4,35.9,84.2,43.5,21.4,50.6,47.2,30.8,22,61.2,25.2,27,"26.4"
"McCormick, Chas","676801","2023",".341",".415",".345","88","14.6",11.1,38.8,"98.933604225","93.594692676",70.6,21.5,30.2,44.4,76.7,41.8,28.9,49.2,42.2,33.2,24.6,60.4,31.1,22.5,"28.2"
"Schneider, Davis","676914","2023",".355",".446",".340","89.5","26",17.8,38.4,"99.241608649","93.865637397",65,32.2,15.7,56.3,67.8,40.4,37.3,39.1,50.7,27.4,21.9,56.7,38.4,30.1,"27.4"
"Batten, Matthew","676946","2023",".270",".274",".281","85","15",1.1,25.3,"95.026010222","91.57059809",51,21.1,30.7,35.2,77.3,43.5,26.9,40,34.1,28.6,37.4,59.7,22,25.3,"28.6"
"Franco, Wander","677551","2023",".364",".393",".354","89.4","8.9",7.7,43,"99.940366243","94.232389735",63.3,9.4,26.2,28.3,90.6,44.1,14.8,45.2,35.8,39.3,24.9,61.8,23.9,24.7,"27.5"
"Pereira, Everson","677592","2023",".270",".392",".375","91.9","10",7.5,54.7,"101.939197778","95.917055283",78.2,33.8,26.2,72,66.2,42.3,43.1,52.6,41.5,35.8,22.6,68.9,22.6,26.4,"28.0"
"Rodríguez, Julio","677594","2023",".345",".431",".372","92.7","8.5",11.9,52,"104.082287708","96.812366417",72.1,16.6,37.4,48.6,83.3,41.5,28.2,53.9,39.5,36.6,23.9,63.4,24.5,23.3,"29.6"
"Mauricio, Ronny","677595","2023",".287",".374",".350","90.7","7.6",5.7,38.6,"101.420100857","94.781974",71.8,22.1,42.4,41.8,77.9,41.6,30.9,54.9,40,45.7,14.3,61.1,15.7,31.4,"27.7"
"Duran, Ezequiel","677649","2023",".320",".414",".363","90.1","14",8.7,43.9,"101.553371259","95.026970874",72.2,19.9,37.7,43.3,79.8,40.9,28.5,54,34.3,38.1,27.7,63.9,23.2,29.4,"29.1"
"Thomas, Alek","677950","2023",".291",".346",".324","88.9","2.2",5.1,41.6,"99.767087793","94.064693103",63.7,13.5,33.6,48.3,86.3,44.7,25,49.1,37.9,37.5,24.6,59.7,16.7,23.2,"28.8"
"Witt Jr., Bobby","677951","2023",".369",".427",".360","90.7","15.7",11.5,45.6,"102.080606768","95.411820457",71,16.7,30.6,36.5,83.3,41.5,22.8,50.5,35,33.5,31.6,62.3,28.4,25.9,"30.5"
"Meadows, Parker","678009","2023",".325",".384",".352","89.3","18.3",9,34.8,"99.246645","93.754217841",63.2,14.7,23,48.6,84.8,44.5,24,42.8,39.3,42.7,18,54.9,24.7,30.3,"29.0"
"Bae, Ji Hwan","678225","2023",".264",".307",".306","88.1","1.1",2,36.8,"98.940343707","93.542422069",67.2,17.3,28.8,39.8,80.2,42,24.3,47.6,25.1,39.3,35.6,66.3,12.1,22.3,"29.7"
"Vargas, Miguel","678246","2023",".304",".315",".276","86.8","16.6",6,31.5,"97.543796","92.819102111",68.2,17.4,20.8,38.1,82.6,44.3,22.3,44.4,37,36,27,57.8,31.5,21.5,"27.9"
"Tovar, Ezequiel","678662","2023",".291",".378",".346","88","12.6",8.1,36.2,"99.019446394","93.628807036",79.8,19.2,42,51.6,80,42.3,31.3,59.7,31.2,39.5,29.3,66.3,26.4,26.2,"28.1"
"Peguero, Liover","678894","2023",".270",".368",".347","89.3","4.1",5.2,39.6,"100.157487846","94.198605039",72.9,20.1,28.4,54.5,79,42.4,29.1,51.7,38.1,38.1,23.9,69.5,20.9,22.4,"29.3"
"Rojas, Johan","679032","2023",".267",".336",".345","86.6","7.3",0.9,28.3,"97.8167774","92.9113331",67.5,14.9,40.4,45.5,82.1,41.7,25.9,54.4,31.9,46,22.1,68.3,16.8,23.9,"29.5"
"Torkelson, Spencer","679529","2023",".352",".432",".352","91.8","17.1",14.1,50.9,"102.691928356","96.002045502",67.5,17.6,23.6,45.9,82.4,40.4,24.7,46.2,46.1,30.7,23.2,60.6,31.6,24.5,"27.4"
"Blanco, Dairon","680118","2023",".304",".362",".331","86.7","9.1",6.5,32.3,"99.0288","93.631459412",71.3,21.5,29.4,48,77.3,43.2,29.3,50.3,39.8,36.6,23.7,63,23.7,19.4,"30.3"
"McLain, Matt","680574","2023",".332",".429",".375","89.3","13.8",10.8,42.4,"100.203855242","94.354982348",57.7,19.9,25.4,47.1,79.9,42.4,28,41.9,32.8,38.4,28.8,66,26.4,27.2,"29.0"
"Palacios, Richie","680700","2023",".305",".312",".272","88.1","6.3",7.1,33.3,"96.959688095","92.583407229",66.8,11.9,22.2,23.3,87.4,45.6,14.5,45.6,40.5,35.7,23.8,57.8,29.8,13.1,"28.0"
"Kwan, Steven","680757","2023",".317",".311",".317","86","10.7",1.1,18.8,"94.063409324","91.031738203",59,6,21.3,26.9,93.6,42.5,11.1,41.2,27.7,39.5,32.8,61.9,20,28.8,"28.1"
"Duran, Jarren","680776","2023",".319",".397",".368","89.9","10.7",5.3,46.3,"102.136277603","95.439128926",73.2,13.8,30.1,49.8,85.7,44,24.3,51.5,32.8,36.5,30.7,64.5,24.6,29.1,"29.5"
"Jeffers, Ryan","680777","2023",".333",".413",".344","90.5","17.2",11.6,42.7,"101.812058454","95.327122694",62,19.9,30.2,46.2,79.8,40.8,29.1,45.4,40.7,33.7,25.6,60.5,29.1,22.1,"26.5"
