#,Name,Team,Bats,ESPN,YAHOO,G,PA,AB,R,HR,RBI,SB,H,1B,2B,3B,TB,SO,BB,HBP,SF,SH,CS,AVG,OBP,SLG,OPS,BABIP,RazzID
675,Juan Brito,CLE,S,2B,2B,12,35,31,3.9,0.6,3.3,0.4,7.2,4.6,1.9,0.1,11.2,7.0,3.6,0.3,0.3,0.2,0.2,0.236,0.320,0.365,0.685,0.283,682877
676,Cole Fontenelle,LAA,S,3B,3B,12,35,33,3.0,0.7,3.0,0.5,5.9,4.2,0.8,0.1,9.0,10.4,1.5,0.4,0.3,0.2,0.2,0.180,0.222,0.278,0.500,0.237,694304
677,Ivan Melendez,ARI,R,3B,3B,12,35,32,3.9,1.3,4.1,0.3,7.1,4.4,1.3,0.1,12.6,12.1,2.0,0.5,0.3,0.2,0.1,0.221,0.274,0.392,0.666,0.304,699471
678,Nate Eaton,KC,R,OF,OF,12,34,31,3.7,0.8,3.5,1.2,7.0,4.8,1.2,0.2,10.9,8.4,2.3,0.4,0.3,0.2,0.4,0.230,0.287,0.357,0.644,0.290,681987
679,Trey Lipscomb,WSH,R,3B,3B,12,34,32,3.4,0.6,3.4,0.4,7.8,5.3,1.7,0.1,11.6,6.8,1.4,0.3,0.3,0.2,0.2,0.243,0.276,0.363,0.639,0.287,702358
680,Romy Gonzalez,BOS,R,2B,2B/OF,12,33,31,3.9,1.0,3.8,1.0,7.1,4.5,1.3,0.3,12.0,10.4,2.0,0.3,0.3,0.2,0.4,0.233,0.281,0.391,0.673,0.317,663853
681,Jose Fermin,STL,R,DH,2B/3B,11,33,28,3.9,0.7,3.3,0.5,7.0,4.9,1.3,0.1,10.6,4.5,3.2,0.6,0.2,0.2,0.2,0.248,0.331,0.374,0.705,0.272,665877
682,Carter Kieboom,WSH,R,3B,3B,12,33,29,3.7,0.9,3.5,0.2,6.7,4.4,1.2,0.1,10.9,8.4,3.1,0.4,0.2,0.2,0.1,0.228,0.308,0.374,0.682,0.285,666198
683,Jose Barrero,TEX,R,SS,SS/OF,12,33,30,3.7,0.9,3.5,0.8,6.5,4.1,1.3,0.1,10.9,10.8,2.1,0.5,0.3,0.3,0.3,0.215,0.274,0.361,0.635,0.296,676480
684,Diego Cartaya,LAD,R,C,C,11,33,29,3.8,1.3,3.9,0.1,5.9,3.3,1.3,0.1,11.0,10.1,2.6,0.5,0.3,0.2,0.1,0.201,0.271,0.376,0.647,0.255,682616
685,Hunter Dozier,LAA,R,DH,3B,11,32,29,3.5,1.0,3.6,0.4,6.4,3.8,1.4,0.2,11.0,9.3,2.6,0.3,0.2,0.1,0.2,0.223,0.289,0.384,0.673,0.289,15117
686,Andrew Velazquez,ATL,S,SS,SS,11,32,29,3.5,0.6,3.0,1.8,5.8,3.9,1.3,0.1,9.1,10.4,2.4,0.2,0.2,0.2,0.5,0.204,0.267,0.317,0.585,0.294,623205
687,Buddy Kennedy,DET,R,2B,2B,11,32,28,3.2,0.5,2.8,0.3,6.4,4.6,1.1,0.3,9.3,7.4,3.5,0.4,0.2,0.2,0.1,0.231,0.321,0.338,0.659,0.295,671083
688,Hunter Feduccia,LAD,L,C,C,11,32,28,3.6,0.8,3.3,0.1,5.9,3.6,1.4,0.1,9.9,8.6,3.0,0.2,0.2,0.2,0.0,0.211,0.287,0.354,0.641,0.271,676439
689,Pedro Pages,STL,R,C,C,11,32,29,3.5,0.7,3.2,0.2,6.3,4.2,1.3,0.1,10.0,8.0,2.8,0.3,0.2,0.2,0.1,0.219,0.291,0.345,0.636,0.276,686780
690,Joey Loperfido,HOU,L,OF,OF,11,32,28,3.7,0.9,3.5,0.7,6.5,4.4,1.1,0.1,10.6,9.2,2.6,0.3,0.2,0.2,0.3,0.230,0.298,0.372,0.670,0.304,694388
691,Chris Owings,LAD,R,2B,2B/SS,11,31,27,3.5,0.8,3.3,0.4,5.7,3.5,1.3,0.1,9.7,9.7,2.7,0.2,0.2,0.2,0.1,0.209,0.283,0.355,0.638,0.286,10030
692,Jose Iglesias,NYM,R,SS,SS,11,31,29,3.1,0.4,2.9,0.3,7.3,5.3,1.5,0.1,10.1,5.2,1.3,0.4,0.2,0.2,0.1,0.252,0.290,0.350,0.641,0.292,10231
693,Jorge Alfaro,CHC,R,DH,C,11,31,29,3.2,0.7,3.2,0.3,6.8,4.7,1.2,0.1,10.4,9.3,1.4,0.5,0.2,0.2,0.1,0.235,0.277,0.362,0.639,0.318,12180
694,Tyler Wade,SD,L,DH,SS,11,31,28,3.1,0.3,2.6,1.9,6.2,4.2,1.5,0.1,8.9,8.0,2.7,0.3,0.2,0.2,0.6,0.223,0.294,0.322,0.616,0.298,15730
695,Austin Nola,KC,R,C,C,11,31,27,3.5,0.5,3.0,0.2,6.8,4.9,1.3,0.1,9.6,5.5,2.6,0.4,0.2,0.2,0.1,0.249,0.320,0.356,0.676,0.294,15941
696,Abraham Almonte,FA,S,OF,OF,11,31,26,3.7,1.0,3.5,0.3,5.8,3.5,1.2,0.1,10.3,8.8,3.9,0.3,0.2,0.2,0.1,0.221,0.323,0.389,0.712,0.284,5486
697,Nick Martini,CIN,L,DH,OF,11,31,27,3.9,1.0,3.7,0.1,6.6,4.1,1.3,0.1,11.3,7.8,3.1,0.5,0.2,0.2,0.1,0.244,0.329,0.417,0.747,0.301,605361
698,Kevin Newman,ARI,R,3B,1B/2B/ SS/3B,11,31,29,3.4,0.4,3.0,0.7,7.7,5.7,1.5,0.1,10.5,4.3,1.8,0.3,0.2,0.2,0.2,0.267,0.313,0.364,0.676,0.301,621028
699,Zack Collins,FA,L,DH,C/1B,11,31,27,3.4,0.7,3.0,0.2,5.4,3.3,1.3,0.0,9.0,10.5,3.6,0.2,0.2,0.2,0.1,0.202,0.299,0.336,0.636,0.296,641470
700,Eli White,ATL,R,OF,OF,11,31,27,3.5,0.7,3.1,1.0,5.6,3.8,1.0,0.1,9.0,9.9,2.9,0.3,0.2,0.2,0.3,0.208,0.287,0.331,0.618,0.293,642201
701,Chadwick Tromp,ATL,R,C,C,11,31,28,3.6,0.9,3.5,0.2,5.9,3.8,1.1,0.1,9.9,7.9,2.4,0.2,0.2,0.2,0.1,0.213,0.277,0.356,0.633,0.261,644433
702,Coco Montes,COL,R,2B,2B,11,31,28,3.5,0.8,3.4,0.4,6.7,4.4,1.3,0.2,10.7,8.8,2.3,0.3,0.2,0.2,0.2,0.241,0.302,0.388,0.690,0.320,663796
703,Alfonso Rivas,STL,L,1B,1B,11,31,27,3.6,0.6,3.1,0.4,6.5,4.4,1.3,0.1,9.9,8.6,3.3,0.4,0.2,0.2,0.2,0.237,0.323,0.364,0.687,0.320,663845
704,Bligh Madris,DET,L,OF,1B/OF,11,31,27,3.1,0.6,2.9,0.5,5.8,4.0,0.8,0.3,9.1,8.4,2.9,0.2,0.2,0.2,0.2,0.214,0.290,0.337,0.627,0.281,676632
705,Jared Young,STL,L,1B,1B,11,31,28,3.6,0.9,3.5,0.3,6.4,4.2,1.2,0.2,10.8,8.0,2.8,0.4,0.2,0.2,0.1,0.233,0.310,0.390,0.700,0.291,676724
706,Chris Roller,MIL,R,OF,OF,11,31,27,3.3,0.7,2.8,0.6,5.5,3.6,1.2,0.1,8.9,9.5,3.3,0.5,0.2,0.2,0.2,0.206,0.301,0.332,0.633,0.287,676896
707,TJ Hopkins,DET,R,OF,OF,11,31,27,3.4,0.8,3.2,0.2,6.4,4.4,1.1,0.1,10.2,8.7,2.7,0.3,0.2,0.2,0.1,0.234,0.306,0.371,0.677,0.309,686759
708,Matt Reynolds,FA,R,2B,1B/2B/ SS/3B/OF,11,30,27,3.2,0.6,2.9,0.3,5.9,3.9,1.4,0.1,9.2,8.8,2.8,0.2,0.2,0.2,0.1,0.223,0.297,0.347,0.644,0.307,13788
709,Francisco Mejia,TB,S,C,C,11,30,28,3.4,0.8,3.5,0.2,6.7,4.1,1.7,0.1,11.1,6.8,1.4,0.4,0.2,0.2,0.1,0.241,0.281,0.398,0.679,0.287,16403
710,Christian Arroyo,MIL,R,2B,2B,11,30,28,3.2,0.8,3.2,0.4,6.8,4.5,1.5,0.1,10.7,6.6,1.5,0.4,0.2,0.2,0.2,0.246,0.289,0.385,0.674,0.293,16434
711,Drew Maggi,FA,R,SS,SS,11,30,27,3.0,0.5,2.6,0.6,5.4,3.7,1.1,0.1,8.2,8.9,2.4,0.5,0.2,0.2,0.2,0.203,0.277,0.306,0.583,0.281,543482
712,Yonathan Daza,FA,R,OF,OF,11,30,28,3.1,0.3,2.8,0.3,7.1,5.3,1.4,0.1,9.7,5.5,1.8,0.3,0.2,0.2,0.2,0.260,0.308,0.352,0.660,0.312,602074
713,Derek Hill,TEX,R,DH,OF,11,30,28,3.6,0.7,3.3,0.7,6.7,4.6,1.1,0.2,10.4,7.6,2.1,0.2,0.2,0.2,0.2,0.242,0.297,0.377,0.674,0.306,656537
714,Brian Serven,TOR,R,C,C,11,30,27,3.1,0.8,3.0,0.2,5.2,3.2,1.1,0.1,8.9,8.6,1.9,0.4,0.2,0.2,0.1,0.190,0.248,0.326,0.574,0.241,661531
715,Travis Blankenhorn,WSH,L,2B,2B,11,30,27,3.5,1.0,3.5,0.2,6.3,3.6,1.6,0.1,11.0,8.1,2.7,0.4,0.2,0.1,0.1,0.235,0.310,0.413,0.723,0.294,663905
716,Kyle McCann,OAK,L,C,C,11,30,27,2.8,0.8,2.7,0.2,5.0,3.1,1.0,0.1,8.6,11.3,2.3,0.3,0.2,0.2,0.1,0.186,0.253,0.319,0.573,0.278,668832
717,Cal Stevenson,PHI,L,OF,OF,11,30,25,3.6,0.6,2.8,0.8,5.5,3.9,0.9,0.1,8.5,7.8,4.1,0.2,0.2,0.2,0.3,0.219,0.329,0.334,0.663,0.286,670276
718,Mike Brosseau,KC,R,DH,3B,11,30,27,3.4,0.9,3.3,0.3,6.0,4.0,1.0,0.1,10.0,8.0,2.2,0.5,0.2,0.2,0.1,0.227,0.293,0.375,0.668,0.285,670712
719,Terrin Vavra,BAL,L,DH,OF,11,30,26,3.5,0.5,2.9,0.4,6.7,4.6,1.5,0.1,9.8,6.5,2.9,0.4,0.2,0.2,0.2,0.255,0.333,0.374,0.707,0.319,679631
720,Jeremy De La Rosa,WSH,L,OF,OF,11,30,28,2.7,0.5,2.5,0.5,5.4,3.7,1.1,0.1,8.1,10.2,1.9,0.2,0.2,0.2,0.2,0.194,0.249,0.294,0.544,0.284,682707
721,Adam Engel,FA,R,OF,OF,11,29,26,2.8,0.6,2.7,1.0,5.3,3.4,1.2,0.1,8.5,9.6,2.0,0.4,0.2,0.2,0.3,0.202,0.265,0.323,0.588,0.290,15082
722,Roberto Perez,BOS,R,C,C,11,29,26,3.3,0.9,3.1,0.3,5.3,3.4,0.8,0.1,9.1,9.4,2.7,0.3,0.2,0.2,0.1,0.205,0.283,0.351,0.633,0.278,2900
723,Tomas Nido,NYM,R,DH,C,11,29,27,3.0,0.5,2.7,0.2,6.0,4.3,1.1,0.1,8.7,7.3,1.5,0.2,0.2,0.2,0.1,0.222,0.266,0.324,0.590,0.283,621512
724,Anthony Bemboom,DET,L,C,C,11,29,25,2.9,0.5,2.5,0.2,5.3,3.9,0.7,0.2,7.9,7.0,2.6,0.3,0.2,0.2,0.1,0.209,0.286,0.311,0.597,0.265,621532
725,Danny Mendick,CHW,R,DH,2B/3B,11,29,26,3.2,0.6,2.9,0.4,6.4,4.4,1.4,0.1,9.8,5.7,2.2,0.3,0.2,0.2,0.2,0.246,0.309,0.375,0.684,0.291,664901
726,Diego Hernandez,KC,L,OF,OF,11,29,26,2.9,0.4,2.7,0.9,6.2,4.6,1.1,0.2,8.9,6.9,1.6,0.3,0.2,0.2,0.4,0.237,0.283,0.336,0.619,0.303,678746
727,Jake Marisnick,LAA,R,OF,OF,11,28,25,3.1,0.6,2.9,0.7,5.7,3.7,1.2,0.2,9.2,8.4,1.7,0.5,0.2,0.2,0.3,0.226,0.284,0.365,0.649,0.310,11339
728,Ray-Patrick Didder,SD,R,SS,SS,10,28,25,2.7,0.5,2.3,0.9,4.9,3.4,1.1,0.1,7.5,8.4,2.3,0.5,0.2,0.2,0.3,0.199,0.278,0.303,0.581,0.277,642720
729,Kevin Padlo,LAD,R,3B,3B,10,28,25,3.2,0.9,3.2,0.4,5.2,2.9,1.3,0.1,9.5,8.4,2.5,0.2,0.2,0.1,0.2,0.213,0.287,0.387,0.674,0.278,656821
730,Hunter Stovall,COL,R,2B,2B,10,28,25,3.0,0.4,2.7,0.6,6.4,4.7,1.2,0.2,9.1,5.4,1.7,0.2,0.2,0.2,0.3,0.253,0.301,0.360,0.661,0.303,667663
731,Aaron Schunk,COL,R,3B,3B,10,28,26,3.0,0.6,2.8,0.5,6.2,4.3,1.1,0.2,9.4,7.1,1.5,0.2,0.2,0.2,0.2,0.243,0.285,0.367,0.653,0.312,668845
732,Maxwell Schuemann,OAK,R,SS,SS,10,28,24,2.7,0.4,2.2,0.8,5.0,3.4,1.1,0.1,7.6,8.0,2.7,0.6,0.2,0.2,0.3,0.206,0.294,0.311,0.605,0.285,680474
733,Caleb Hamilton,LAA,R,C,C,10,26,22,2.7,0.6,2.3,0.2,3.9,2.4,0.8,0.0,6.7,9.4,2.9,0.2,0.2,0.2,0.1,0.173,0.269,0.298,0.567,0.260,643348
734,Cole Tucker,SEA,S,DH,2B/OF,10,26,23,2.5,0.4,2.1,0.4,4.6,3.1,1.1,0.1,7.0,7.4,2.3,0.2,0.2,0.2,0.2,0.202,0.278,0.306,0.584,0.279,657061
735,Nathan Martorella,SD,L,1B,1B,10,26,23,2.9,0.7,2.8,0.2,5.2,3.1,1.3,0.0,8.8,5.8,2.5,0.2,0.2,0.2,0.1,0.228,0.307,0.385,0.691,0.271,687210
736,David Dahl,PHI,L,OF,OF,9,25,23,2.7,0.6,2.7,0.2,5.5,3.6,1.2,0.1,8.7,6.0,1.7,0.2,0.2,0.2,0.1,0.241,0.295,0.381,0.676,0.298,13744
737,Conner Capel,CIN,L,OF,OF,9,25,22,2.8,0.7,2.7,0.7,5.0,3.2,1.0,0.1,8.3,6.3,2.4,0.2,0.2,0.1,0.3,0.227,0.305,0.377,0.682,0.284,668843
738,Greg Jones,TB,S,SS,SS,9,25,23,2.5,0.5,2.3,0.9,4.6,3.0,1.0,0.1,7.3,9.5,1.6,0.3,0.2,0.2,0.3,0.201,0.260,0.318,0.578,0.315,675659
739,Everson Pereira,NYY,R,OF,OF,9,25,23,3.0,0.8,3.0,0.4,5.3,3.4,1.0,0.1,9.1,7.9,1.8,0.3,0.2,0.2,0.2,0.234,0.292,0.398,0.690,0.314,677592
740,Jorbit Vivas,NYY,L,2B,2B,9,25,22,2.9,0.5,2.5,0.4,5.2,3.6,1.1,0.1,7.8,3.9,2.2,0.6,0.2,0.2,0.2,0.234,0.314,0.351,0.665,0.263,678391
741,Stephen Scott,BOS,L,OF,OF,9,25,22,2.9,0.7,2.6,0.2,4.7,2.9,1.1,0.1,8.0,6.0,2.8,0.2,0.2,0.2,0.1,0.217,0.307,0.364,0.671,0.266,679663
742,Drew Gilbert,NYM,L,OF,OF,9,25,22,3.0,0.7,2.9,0.3,5.4,3.4,1.2,0.1,8.9,5.8,2.2,0.3,0.2,0.2,0.1,0.242,0.314,0.401,0.715,0.293,687551
743,Alex Ramirez,NYM,R,OF,OF,9,25,23,2.3,0.4,2.1,0.4,4.6,3.3,0.8,0.1,6.6,6.7,1.7,0.2,0.2,0.2,0.2,0.199,0.258,0.289,0.546,0.261,691267
744,Jeferson Quero,MIL,R,C,C,9,25,23,2.8,0.7,2.7,0.2,5.3,3.6,1.0,0.1,8.6,5.5,1.8,0.2,0.2,0.2,0.1,0.234,0.293,0.378,0.671,0.277,691620
745,Trayce Thompson,NYM,R,OF,OF,9,25,22,2.9,1.0,2.8,0.3,4.3,2.4,0.8,0.1,8.2,9.5,2.8,0.3,0.2,0.2,0.1,0.198,0.295,0.374,0.670,0.288,9952
746,Henry Ramos,CIN,S,DH,OF,9,24,21,2.8,0.6,2.7,0.3,5.3,3.4,1.1,0.1,8.6,5.7,2.3,0.3,0.2,0.1,0.1,0.250,0.327,0.404,0.731,0.309,592656
747,Josh Lester,KC,L,3B,3B,9,24,22,2.8,0.8,2.8,0.1,4.9,2.9,1.0,0.1,8.5,6.3,1.5,0.2,0.2,0.1,0.0,0.224,0.274,0.392,0.667,0.273,623507
748,Carlos Perez,CHW,R,C,C,9,24,22,2.7,0.8,2.8,0.1,5.2,3.2,1.2,0.0,8.8,3.6,1.5,0.3,0.2,0.2,0.0,0.235,0.287,0.396,0.683,0.246,656024
749,Dalton Guthrie,BOS,R,3B,3B,9,24,22,2.8,0.5,2.5,0.4,5.3,3.7,1.1,0.1,8.0,5.9,1.7,0.4,0.2,0.2,0.2,0.245,0.307,0.370,0.677,0.311,656495
750,Mark Mathias,CIN,R,DH,2B,9,24,21,2.7,0.6,2.5,0.4,5.0,3.1,1.3,0.0,8.0,6.8,2.4,0.3,0.2,0.2,0.2,0.234,0.315,0.377,0.692,0.313,664029
751,Taylor Kohlwey,NYM,L,OF,OF,9,24,21,2.6,0.4,2.2,0.4,4.8,3.2,1.1,0.1,7.2,5.8,2.4,0.3,0.2,0.1,0.2,0.226,0.312,0.339,0.652,0.291,670128
752,Tim Elko,CHW,R,1B,1B,9,24,23,2.7,0.9,2.9,0.1,5.2,3.1,1.1,0.1,9.2,7.9,1.1,0.2,0.2,0.2,0.0,0.230,0.268,0.405,0.673,0.306,671284
753,Wes Clarke,MIL,R,C,C,9,24,21,2.8,0.8,2.5,0.2,4.1,2.4,0.9,0.0,7.4,7.9,3.0,0.3,0.2,0.2,0.1,0.200,0.305,0.361,0.667,0.273,682265
754,Bryan Ramos,CHW,R,3B,3B,9,24,22,2.8,0.8,2.7,0.2,5.0,3.0,1.0,0.1,8.6,5.9,1.8,0.3,0.2,0.2,0.1,0.227,0.291,0.392,0.683,0.269,682868
755,Ehire Adrianza,LAA,S,3B,2B/3B,9,24,21,2.6,0.4,2.2,0.3,4.8,3.3,1.0,0.1,7.1,5.2,2.0,0.3,0.2,0.2,0.1,0.226,0.296,0.332,0.628,0.279,8418
756,Rafael Ortega,CHW,L,OF,OF,9,23,20,2.7,0.6,2.3,0.7,4.6,3.0,1.0,0.0,7.4,5.3,2.6,0.2,0.2,0.2,0.3,0.229,0.315,0.366,0.680,0.279,10323
757,Charles Leblanc,LAA,R,2B,2B/3B,8,20,18,2.2,0.5,2.1,0.2,4.0,2.6,0.8,0.1,6.4,6.3,2.0,0.2,0.1,0.1,0.1,0.226,0.306,0.365,0.671,0.315,641779
758,Connor Norby,BAL,R,2B,2B,8,20,18,2.4,0.5,2.3,0.2,4.6,3.1,0.9,0.1,7.2,4.4,1.5,0.2,0.2,0.1,0.1,0.254,0.312,0.400,0.713,0.305,681393
759,Logan Driscoll,TB,L,C,C,8,20,18,2.1,0.4,1.9,0.1,3.9,2.5,0.9,0.1,6.1,5.8,1.3,0.3,0.2,0.1,0.1,0.213,0.272,0.335,0.607,0.286,686482
760,Liam Hicks,TEX,L,C,C,8,20,17,2.4,0.3,1.9,0.2,4.0,2.7,0.9,0.1,6.0,4.4,2.3,0.3,0.2,0.1,0.1,0.232,0.331,0.349,0.680,0.291,689414
761,Pedro Leon,HOU,R,OF,OF,8,20,18,2.2,0.5,2.0,0.7,3.5,2.2,0.8,0.1,5.9,7.0,1.8,0.3,0.2,0.1,0.3,0.195,0.276,0.330,0.606,0.281,694175
762,Niko Kavadas,BOS,L,1B,1B,8,20,17,2.4,0.7,2.1,0.1,3.3,1.9,0.7,0.0,6.0,7.6,2.7,0.3,0.2,0.1,0.0,0.196,0.311,0.358,0.669,0.301,694359
763,Chris Okey,LAD,R,C,C,7,18,16,1.9,0.4,1.8,0.2,3.3,2.2,0.7,0.1,5.4,5.0,1.1,0.2,0.1,0.1,0.1,0.209,0.264,0.337,0.601,0.274,608360
764,Billy McKinney,PIT,L,OF,OF,7,17,15,1.9,0.5,1.9,0.1,3.4,2.1,0.7,0.1,5.8,4.6,1.7,0.2,0.1,0.1,0.0,0.226,0.311,0.388,0.699,0.288,15654
765,Tristan Gray,MIA,L,2B,2B,7,17,15,1.8,0.6,1.9,0.1,3.1,1.9,0.5,0.0,5.6,5.4,1.0,0.2,0.1,0.1,0.0,0.203,0.259,0.363,0.622,0.267,656484
766,Trey Cabbage,HOU,L,OF,1B/OF,7,17,16,2.1,0.7,2.1,0.5,3.4,2.1,0.6,0.1,6.2,6.5,1.2,0.2,0.1,0.1,0.2,0.217,0.274,0.395,0.669,0.313,663550
767,Connor Kaiser,COL,R,SS,SS,7,17,15,1.7,0.3,1.6,0.4,3.1,2.1,0.6,0.1,4.9,5.0,1.4,0.1,0.1,0.1,0.1,0.207,0.275,0.326,0.602,0.282,663731
768,Rylan Bannon,NYM,R,3B,3B,7,17,15,1.8,0.4,1.6,0.3,2.8,1.8,0.5,0.1,4.8,4.9,1.9,0.2,0.1,0.1,0.1,0.192,0.287,0.323,0.611,0.252,676625
769,Paul McIntosh,MIA,R,C,C,7,17,15,1.9,0.4,1.7,0.2,3.2,2.1,0.6,0.0,5.2,4.5,1.6,0.2,0.1,0.1,0.1,0.215,0.298,0.351,0.649,0.276,682192
770,Victor Mesa Jr.,MIA,L,OF,OF,7,17,15,1.7,0.4,1.6,0.2,3.5,2.4,0.6,0.1,5.3,4.1,1.1,0.1,0.1,0.1,0.1,0.225,0.277,0.345,0.621,0.279,683748
771,Roman Anthony,BOS,L,OF,OF,7,17,15,1.9,0.4,1.7,0.2,3.4,2.2,0.8,0.1,5.5,4.9,1.8,0.2,0.1,0.1,0.1,0.230,0.316,0.366,0.682,0.313,701350
772,Matt Shaw,CHC,R,SS,SS,7,17,16,1.9,0.4,1.9,0.4,4.2,2.9,0.8,0.1,6.4,3.1,0.8,0.2,0.1,0.1,0.2,0.264,0.303,0.406,0.709,0.304,807713
773,Carlos Perez,OAK,R,C,C/1B,7,16,15,1.8,0.6,1.8,0.0,3.2,1.9,0.6,0.0,5.6,3.7,1.3,0.2,0.1,0.1,0.0,0.216,0.286,0.382,0.668,0.248,10642
774,Ronaldo Hernandez,ARI,R,C,C,7,15,14,1.7,0.4,1.7,0.1,3.2,2.1,0.7,0.0,5.2,3.3,1.0,0.2,0.1,0.1,0.0,0.236,0.292,0.379,0.671,0.278,660613
775,Payton Henry,TOR,R,C,C,7,15,14,1.7,0.4,1.5,0.1,3.1,2.0,0.7,0.0,4.8,4.1,1.0,0.3,0.1,0.1,0.0,0.227,0.286,0.357,0.642,0.295,668721
776,Phillip Evans,ATL,R,1B/OF,1B/3B/ OF,7,14,13,1.7,0.2,1.4,0.1,2.9,2.1,0.5,0.0,4.2,2.9,1.4,0.2,0.1,0.1,0.0,0.231,0.313,0.335,0.648,0.280,595943
777,David Bote,CHC,R,2B,2B/3B,6,14,12,1.5,0.3,1.4,0.1,2.8,1.8,0.6,0.0,4.3,3.7,1.2,0.2,0.1,0.1,0.0,0.222,0.295,0.349,0.644,0.287,623520
778,Lewin Diaz,WSH,L,1B,1B,6,14,12,1.6,0.5,1.7,0.1,2.8,1.6,0.7,0.0,5.1,3.3,1.1,0.1,0.1,0.1,0.0,0.231,0.299,0.419,0.718,0.270,650331
779,Daz Cameron,OAK,R,OF,OF,7,14,12,1.4,0.3,1.3,0.3,2.7,1.7,0.6,0.0,4.3,3.6,1.0,0.2,0.1,0.1,0.1,0.220,0.285,0.355,0.640,0.284,663662
780,Peyton Burdick,FA,R,OF,OF,6,14,12,1.6,0.5,1.5,0.2,2.4,1.4,0.5,0.1,4.5,5.0,1.4,0.2,0.1,0.1,0.1,0.201,0.291,0.371,0.662,0.288,680814
781,Agustin Ramirez,NYY,R,C,C,6,14,13,1.6,0.4,1.6,0.1,2.9,1.9,0.6,0.0,4.7,3.1,1.1,0.1,0.1,0.1,0.1,0.230,0.293,0.369,0.662,0.272,682663
782,Tsung-Che Cheng,PIT,L,SS,SS,6,14,13,1.5,0.2,1.3,0.3,3.0,2.0,0.7,0.1,4.6,3.0,1.0,0.1,0.1,0.1,0.1,0.237,0.299,0.357,0.655,0.291,691907
783,Yonny Hernandez,MIL,S,3B,2B/3B,6,13,11,1.3,0.1,0.9,0.6,2.3,1.8,0.4,0.1,3.1,3.3,1.6,0.2,0.1,0.1,0.2,0.206,0.310,0.278,0.588,0.280,660634
784,Israel Pineda,WSH,R,C,C,6,13,12,1.3,0.3,1.3,0.1,2.4,1.5,0.5,0.0,4.0,3.4,0.8,0.1,0.1,0.1,0.0,0.206,0.257,0.341,0.597,0.258,672832
785,Brock WIlken,MIL,R,3B,3B,6,13,12,1.2,0.3,1.1,0.1,2.2,1.6,0.4,0.0,3.5,3.9,1.1,0.1,0.1,0.1,0.0,0.192,0.265,0.301,0.566,0.260,694385
786,Chase Strumpf,CHC,R,2B,2B,5,11,9,1.2,0.3,1.1,0.1,1.9,1.2,0.4,0.0,3.2,3.9,1.2,0.2,0.1,0.1,0.0,0.198,0.296,0.338,0.634,0.293,668664
