#,Name,Team,Bats,ESPN,YAHOO,G,PA,AB,R,HR,RBI,SB,H,1B,2B,3B,TB,SO,BB,HBP,SF,SH,CS,AVG,OBP,SLG,OPS,BABIP,RazzID
428,Juan Yepez,WSH,R,OF,OF,40,125,113,14.3,5.0,16.2,0.6,27.3,16.1,5.9,0.4,48.9,29.1,9.1,1.3,0.9,0.5,0.3,0.242,0.301,0.432,0.732,0.279,660766
429,Casey Schmitt,SF,R,SS/3B,2B/SS/ 3B,41,125,115,13.1,2.7,12.5,1.2,27.9,19.9,4.9,0.4,41.7,28.7,6.8,1.4,1.0,0.8,0.5,0.242,0.288,0.361,0.649,0.296,669477
430,Eduardo Escobar,TOR,S,3B,1B/2B/ 3B,40,123,113,13.7,3.9,14.4,0.6,25.8,16.2,4.7,1.0,44.3,30.3,8.3,0.6,0.9,0.7,0.3,0.229,0.282,0.393,0.675,0.276,6153
431,Bobby Dalbec,BOS,R,1B,1B,39,122,109,14.8,5.4,15.5,1.4,23.8,14.0,3.8,0.6,44.9,44.3,10.1,1.7,0.9,0.8,0.5,0.219,0.291,0.413,0.704,0.307,666915
432,Elvis Andrus,ARI,R,2B/SS,2B/SS,40,120,110,13.4,2.1,12.1,3.3,28.1,20.1,5.6,0.3,40.6,20.7,7.4,1.0,0.9,0.8,1.0,0.256,0.305,0.370,0.675,0.296,8709
433,Taylor Trammell,SEA,L,OF,OF,40,116,101,13.3,4.1,12.8,2.7,20.8,11.4,5.2,0.1,38.5,37.8,12.1,1.2,0.9,0.8,1.1,0.206,0.294,0.381,0.675,0.279,666211
434,Alex Jackson,TB,R,C,C,40,115,104,13.8,4.6,13.8,0.6,21.8,12.4,4.5,0.4,40.8,36.7,8.0,1.9,0.9,0.7,0.2,0.211,0.276,0.393,0.669,0.273,656577
435,Blake Sabol,SF,L,C/OF,C/OF,38,114,102,12.3,3.3,11.9,1.2,23.3,15.3,4.4,0.4,38.2,35.3,9.0,1.2,0.9,0.7,0.5,0.229,0.295,0.375,0.671,0.312,666165
436,Andrew Knizner,TEX,R,C,C,34,113,101,13.5,3.5,13.1,0.9,23.9,15.6,4.5,0.2,39.5,27.1,8.7,1.7,0.9,0.8,0.3,0.236,0.303,0.390,0.693,0.285,668800
437,Canaan Smith-Njigba,PIT,L,OF,OF,37,112,98,12.5,2.4,11.4,2.5,23.5,14.9,5.8,0.4,37.2,30.9,11.9,0.8,0.8,0.6,0.9,0.240,0.324,0.381,0.705,0.323,675986
438,Brian Anderson,SEA,R,3B/OF,3B/OF,33,111,98,12.1,3.1,11.8,0.8,21.4,12.9,4.9,0.4,36.7,32.4,10.6,1.5,0.8,0.4,0.3,0.220,0.302,0.375,0.678,0.291,605119
439,Tucker Barnhart,ARI,L,C,C,34,109,97,11.0,1.4,9.2,0.7,21.3,16.0,3.5,0.3,29.7,30.2,9.1,1.2,0.9,0.8,0.3,0.220,0.290,0.306,0.596,0.300,10200
440,Garrett Stubbs,PHI,L,C,C,34,109,95,12.2,2.2,10.4,1.6,20.9,14.4,3.6,0.6,32.4,26.2,11.1,1.1,0.8,0.7,0.6,0.219,0.304,0.341,0.645,0.276,596117
441,Vidal Brujan,MIA,S,2B,2B,34,109,97,12.2,2.1,10.8,5.8,23.1,16.1,4.1,0.8,35.0,21.7,9.0,1.2,0.8,0.8,2.1,0.237,0.305,0.360,0.665,0.282,660644
442,David Fletcher,ATL,R,DH,2B/SS,34,109,101,13.2,1.0,11.3,1.5,27.7,21.4,4.7,0.5,36.5,11.1,6.0,0.8,0.8,0.8,0.5,0.274,0.315,0.361,0.676,0.297,664058
443,Owen Miller,MIL,R,1B/2B/ 3B,1B/2B/ 3B/OF,36,109,100,11.4,2.2,11.1,1.9,25.1,17.3,5.5,0.2,37.5,22.5,7.1,1.3,0.8,0.5,0.7,0.251,0.307,0.375,0.682,0.302,680911
444,Garrett Hampson,KC,R,SS/OF,2B/SS/ OF,34,108,97,11.8,1.5,10.0,2.8,23.3,16.8,4.3,0.6,33.3,26.5,8.5,0.9,0.8,0.7,0.8,0.241,0.303,0.345,0.648,0.313,641658
445,Thomas Saggese,STL,R,2B,2B,31,103,94,12.1,2.7,11.8,1.0,23.8,15.6,5.0,0.5,38.0,24.9,6.4,1.1,0.8,0.6,0.4,0.252,0.304,0.403,0.706,0.312,695336
446,Jace Jung,DET,L,2B,2B,31,101,89,11.3,2.7,10.3,0.6,20.4,14.2,3.0,0.4,32.4,26.7,9.6,1.0,0.8,0.6,0.2,0.229,0.306,0.364,0.670,0.292,690291
447,Ryan Bliss,SEA,R,2B,2B,31,100,91,10.9,2.4,10.5,4.2,20.7,12.7,5.0,0.5,34.0,24.3,6.7,1.1,0.8,0.6,1.7,0.228,0.284,0.374,0.658,0.281,669208
448,J.P. Martinez,ATL,L,OF,OF,31,96,84,11.0,2.3,10.2,4.3,18.0,11.3,3.8,0.6,29.9,31.3,9.7,1.1,0.7,0.5,1.4,0.213,0.299,0.354,0.654,0.305,679881
449,Jose Miranda,MIN,R,3B,3B,30,93,85,11.2,2.8,11.1,0.4,22.1,14.5,4.6,0.2,35.6,16.6,6.0,1.3,0.7,0.3,0.2,0.261,0.317,0.420,0.737,0.292,669304
450,Jake Cave,PHI,L,OF,1B/OF,28,92,82,11.1,2.7,10.5,0.9,19.6,12.3,4.0,0.6,33.0,25.3,7.5,1.0,0.7,0.6,0.4,0.240,0.307,0.403,0.710,0.310,14477
451,Jasson Dominguez,NYY,S,OF,OF,24,92,81,10.5,2.7,10.6,2.7,18.7,11.9,3.7,0.4,31.3,25.5,9.5,0.7,0.7,0.4,1.0,0.231,0.312,0.387,0.700,0.299,691176
452,Zach DeLoach,CHW,L,OF,OF,31,91,80,9.8,2.6,9.3,0.8,17.5,10.9,3.8,0.2,29.7,28.6,7.9,0.8,0.7,0.6,0.3,0.218,0.290,0.369,0.659,0.298,676113
453,Sam Huff,TEX,R,C,C,29,90,81,11.7,4.1,11.8,0.3,18.9,11.5,3.2,0.1,34.6,28.7,7.2,0.7,0.7,0.5,0.1,0.234,0.298,0.427,0.725,0.303,669087
454,Luis Guillorme,ATL,L,2B,2B,27,88,76,10.9,0.9,8.7,0.5,19.9,14.6,3.9,0.4,27.4,15.3,9.6,0.7,0.7,0.6,0.2,0.260,0.344,0.358,0.702,0.311,641645
455,Jonathan Schoop,FA,R,2B/3B,2B/3B,26,87,80,9.6,2.3,9.7,0.6,19.8,13.3,4.0,0.2,31.2,18.9,4.9,0.9,0.6,0.5,0.2,0.247,0.294,0.389,0.683,0.294,11265
456,Cody Thomas,FA,L,DH,OF,27,87,80,9.7,2.7,9.9,0.5,17.8,10.7,3.8,0.6,30.9,25.1,5.5,0.8,0.7,0.5,0.2,0.224,0.277,0.389,0.666,0.289,642137
457,Deyvison De Los Santos,CLE,R,3B,3B,27,87,82,9.5,2.8,9.8,0.5,19.3,12.5,3.8,0.3,32.0,23.8,4.0,0.7,0.7,0.5,0.2,0.237,0.275,0.392,0.667,0.298,691277
458,Tyler Gentry,KC,R,DH,OF,28,87,76,10.4,2.2,9.2,1.1,18.5,12.6,3.6,0.2,29.0,21.3,8.8,1.3,0.7,0.5,0.4,0.245,0.329,0.384,0.713,0.310,694355
459,Juniel Querecuto,FA,S,SS,SS,26,86,78,8.7,1.6,8.2,1.1,18.0,12.7,3.4,0.3,26.7,20.4,5.8,0.7,0.7,0.6,0.4,0.230,0.284,0.342,0.626,0.288,12140
460,Raimel Tapia,FA,L,OF,OF,26,86,78,9.5,1.5,8.6,2.8,20.0,14.4,3.7,0.4,29.0,17.4,6.1,0.4,0.6,0.5,0.9,0.255,0.309,0.370,0.680,0.309,14350
461,Mike Moustakas,CHW,L,1B/3B,1B/3B,30,86,77,9.7,2.9,9.8,0.3,17.5,10.6,3.9,0.1,30.4,22.4,6.2,1.0,0.6,0.3,0.1,0.226,0.289,0.393,0.682,0.276,4892
462,Adam Haseley,FA,L,OF,OF,27,86,78,9.6,1.8,8.9,1.5,18.8,13.1,3.4,0.5,28.7,17.6,6.0,0.9,0.7,0.5,0.6,0.241,0.299,0.368,0.667,0.287,656514
463,Blake Rutherford,FA,L,DH,OF,27,86,80,9.5,2.0,9.4,0.9,19.7,13.1,4.2,0.4,30.6,19.7,4.4,0.9,0.7,0.6,0.4,0.248,0.290,0.385,0.675,0.303,666164
464,Tyler Naquin,FA,L,OF,OF,26,85,78,9.4,2.4,9.4,0.8,18.0,11.4,3.8,0.4,29.9,24.6,5.3,0.9,0.6,0.5,0.3,0.232,0.286,0.385,0.670,0.305,13359
465,David Fry,CLE,R,C,C/1B/ OF,26,85,76,9.8,2.5,9.5,0.6,17.9,10.6,4.4,0.3,30.5,20.7,6.7,1.5,0.6,0.4,0.3,0.235,0.305,0.400,0.705,0.287,681807
466,Harold Castro,FA,L,2B,2B/OF,26,84,79,8.4,1.0,8.0,0.4,20.5,15.5,3.8,0.2,27.8,18.6,3.7,0.5,0.6,0.5,0.2,0.261,0.294,0.353,0.647,0.326,605612
467,Irving Lopez,FA,L,2B,2B,27,84,75,8.8,1.2,7.4,0.4,16.4,11.3,3.7,0.2,24.2,19.6,6.7,1.3,0.6,0.5,0.2,0.219,0.290,0.324,0.614,0.279,676761
468,Carson McCusker,MIN,R,OF,OF,27,84,78,7.7,2.5,8.1,0.6,14.1,9.2,2.2,0.2,24.3,31.3,4.0,0.8,0.6,0.5,0.2,0.181,0.226,0.311,0.537,0.258,676812
469,Dairon Blanco,KC,R,OF,OF,26,84,75,9.9,1.7,8.9,7.6,19.4,13.7,3.3,0.7,29.2,20.1,6.0,1.5,0.6,0.5,2.2,0.258,0.319,0.387,0.707,0.328,680118
470,Corey Dickerson,FA,L,OF,OF,25,82,76,9.1,1.9,9.1,0.6,19.3,12.9,4.0,0.4,29.9,16.5,4.6,0.7,0.6,0.4,0.3,0.254,0.299,0.395,0.694,0.299,10762
471,Braden Shewmake,CHW,L,SS,SS,27,82,75,8.8,2.1,8.5,1.7,16.9,10.6,3.8,0.3,27.6,17.9,4.8,0.8,0.6,0.5,0.5,0.225,0.275,0.368,0.642,0.265,669699
472,Blaze Alexander,ARI,R,SS,SS,25,80,71,8.3,1.6,7.4,0.9,15.6,10.8,2.9,0.3,23.9,24.8,6.2,1.2,0.6,0.5,0.4,0.220,0.289,0.336,0.625,0.309,677942
473,Justin Foscue,TEX,R,2B,2B,25,80,70,9.5,1.9,8.6,1.2,16.2,10.2,3.8,0.3,26.4,15.0,7.7,1.2,0.6,0.6,0.6,0.232,0.314,0.378,0.692,0.267,679822
474,Drew Romo,COL,S,C,C,25,78,71,8.6,1.7,8.2,1.3,17.5,12.3,3.1,0.4,26.6,15.4,4.6,0.6,0.6,0.5,0.5,0.246,0.293,0.375,0.668,0.289,691011
475,Jordan Luplow,ATL,R,DH,OF,23,76,65,10.0,2.9,9.5,0.9,14.5,8.5,3.0,0.1,26.6,19.1,8.3,1.0,0.6,0.4,0.4,0.222,0.314,0.406,0.721,0.264,656669
476,Oscar Mercado,SD,R,OF,OF,24,75,68,8.1,1.8,7.8,2.8,15.6,10.0,3.4,0.4,25.2,16.7,5.3,1.0,0.6,0.5,0.9,0.231,0.292,0.373,0.666,0.278,640458
477,Eguy Rosario,SD,R,3B,3B,24,75,67,8.4,1.9,8.1,1.8,15.9,10.1,3.5,0.4,26.0,17.4,6.1,0.8,0.6,0.5,0.7,0.238,0.304,0.387,0.691,0.290,666703
478,Cal Mitchell,SD,L,OF,OF,22,75,68,8.2,2.1,8.3,0.9,16.4,10.1,4.0,0.1,27.0,18.8,5.4,0.7,0.6,0.4,0.4,0.242,0.302,0.399,0.700,0.302,668751
479,Alan Trejo,COL,R,2B,2B/SS/ 3B,24,75,68,8.5,2.1,8.6,1.1,17.0,11.1,3.4,0.3,27.5,17.6,4.2,0.8,0.6,0.5,0.5,0.249,0.295,0.402,0.698,0.302,676701
480,Julio Carreras,COL,R,SS,SS,24,74,67,7.7,1.1,7.0,1.2,16.2,11.5,3.4,0.3,23.4,17.4,4.6,0.7,0.6,0.5,0.5,0.242,0.293,0.349,0.642,0.307,679734
481,Jake Alu,WSH,L,OF,2B/OF,24,73,67,7.9,1.3,7.5,1.4,17.2,11.5,4.2,0.2,25.9,14.6,4.9,0.7,0.6,0.5,0.5,0.259,0.312,0.388,0.700,0.310,666906
482,Alex Call,WSH,R,OF,OF,24,73,62,8.8,1.8,7.4,1.7,14.6,9.5,3.1,0.2,23.6,14.0,8.8,1.1,0.5,0.5,0.7,0.234,0.333,0.380,0.713,0.272,669743
483,Ronny Mauricio,NYM,S,2B,2B/3B,23,73,68,8.4,2.4,9.1,1.9,17.3,11.0,3.6,0.2,28.6,15.8,4.0,0.6,0.5,0.4,0.8,0.255,0.300,0.423,0.723,0.297,677595
484,Nick Loftin,KC,R,1B,1B/2B,23,73,66,8.2,1.7,8.0,1.2,16.9,11.9,3.1,0.2,25.5,12.1,5.3,0.8,0.5,0.4,0.5,0.256,0.314,0.387,0.701,0.289,679845
485,Trey Mancini,MIA,R,1B,1B,23,72,65,8.1,2.1,7.9,0.1,15.7,10.4,3.1,0.1,25.2,18.3,6.0,0.9,0.5,0.3,0.1,0.242,0.311,0.390,0.701,0.304,15149
486,Mike Ford,CIN,L,DH,1B,23,72,63,9.3,3.5,9.6,0.2,14.1,7.7,2.8,0.1,27.6,19.5,7.7,1.0,0.6,0.4,0.1,0.225,0.315,0.439,0.754,0.264,645801
487,Drake Baldwin,ATL,L,C,C,22,72,63,8.6,1.8,7.9,0.3,14.5,9.4,3.2,0.2,23.2,18.1,6.9,0.8,0.5,0.5,0.1,0.230,0.309,0.369,0.678,0.291,686948
488,Jacob Melton,HOU,L,OF,OF,22,72,64,8.7,2.7,8.9,2.7,14.8,9.5,2.4,0.2,25.7,18.8,5.6,0.6,0.5,0.5,1.0,0.230,0.293,0.400,0.693,0.279,689200
489,Miguel Sano,LAA,R,1B,1B,22,71,62,9.0,3.8,9.9,0.7,13.7,7.1,2.7,0.2,28.1,24.3,6.8,0.6,0.5,0.4,0.3,0.220,0.299,0.451,0.750,0.286,12164
490,Samad Taylor,SEA,R,OF,2B/OF,23,71,62,7.9,1.4,6.9,3.5,14.4,9.2,3.5,0.3,22.6,18.6,7.6,0.8,0.5,0.4,1.2,0.232,0.319,0.365,0.685,0.305,669392
491,Kolten Wong,BAL,L,2B,2B,23,70,62,8.5,1.7,7.7,1.8,15.6,10.2,3.6,0.2,24.6,13.0,5.3,1.4,0.5,0.5,0.6,0.250,0.317,0.395,0.712,0.289,12532
492,Jose Rodriguez,CHW,R,2B,2B,23,70,66,7.4,2.0,7.7,2.3,15.7,10.1,3.4,0.2,25.3,14.1,3.1,0.4,0.5,0.4,0.9,0.239,0.274,0.385,0.659,0.273,679563
493,Sal Stewart,CIN,R,3B,3B,22,70,62,7.4,1.5,6.7,0.8,13.3,8.9,2.8,0.1,20.8,15.6,6.7,0.6,0.5,0.4,0.3,0.215,0.294,0.336,0.630,0.260,701398
494,Cam Collier,CIN,L,3B,3B,22,70,64,6.1,1.2,5.6,0.5,11.7,8.3,2.0,0.1,17.4,20.7,4.6,0.8,0.5,0.4,0.2,0.182,0.242,0.272,0.513,0.246,702253
495,Brett Bateman,CHC,L,OF,OF,22,70,63,6.1,1.0,5.4,1.1,12.0,9.3,1.5,0.2,16.9,18.5,5.0,0.8,0.5,0.4,0.4,0.190,0.254,0.267,0.521,0.249,703520
496,Leury Garcia,ATL,S,2B,2B/SS/ 3B/OF,22,69,63,8.0,0.8,6.9,0.8,15.7,11.6,3.0,0.3,21.8,15.0,3.8,0.7,0.5,0.4,0.3,0.249,0.296,0.346,0.641,0.312,5913
497,Bradley Zimmer,COL,L,OF,OF,22,69,60,7.0,1.4,6.1,2.4,12.4,8.8,1.9,0.3,19.0,24.8,5.2,1.7,0.5,0.4,0.8,0.204,0.281,0.314,0.595,0.317,605548
498,Willie Calhoun,LAA,L,DH,OF,22,69,62,8.6,2.5,8.8,0.3,16.0,10.3,3.0,0.2,26.8,11.0,5.7,0.6,0.5,0.3,0.1,0.259,0.323,0.435,0.758,0.277,641432
499,Eric Brown Jr.,MIL,R,SS,SS,22,69,63,6.1,0.9,5.4,2.5,12.8,9.8,2.0,0.1,17.8,15.6,4.7,0.9,0.5,0.4,1.0,0.204,0.266,0.282,0.548,0.254,687521
500,Jacob Young,WSH,R,OF,OF,24,69,63,7.7,0.7,6.3,2.9,16.0,11.6,3.2,0.4,22.2,12.5,4.8,0.8,0.5,0.5,0.8,0.255,0.312,0.354,0.666,0.305,696285
501,Cole Young,SEA,L,SS,SS,22,69,61,6.8,1.0,5.9,1.0,12.9,8.9,2.9,0.2,19.0,14.8,6.3,0.9,0.5,0.4,0.4,0.210,0.289,0.309,0.598,0.259,702284
502,Jason Delay,PIT,R,C,C,23,68,62,7.2,1.0,6.1,0.6,14.0,9.8,3.0,0.3,20.4,17.5,4.6,0.8,0.5,0.5,0.2,0.226,0.284,0.328,0.612,0.296,641511
503,Jacob Wilson,OAK,R,SS,SS,22,67,62,5.6,0.8,5.3,0.9,13.0,9.6,2.5,0.2,18.1,12.7,2.9,0.8,0.5,0.4,0.4,0.209,0.250,0.291,0.541,0.249,805779
504,Ji Man Choi,NYM,L,DH,1B,21,66,57,8.3,2.4,7.9,0.2,13.1,7.5,3.1,0.1,23.6,19.7,8.1,0.5,0.5,0.3,0.1,0.230,0.329,0.414,0.743,0.303,5452
505,Tim Locastro,SD,R,DH,OF,21,65,58,6.8,1.3,6.1,2.5,12.6,8.3,2.7,0.3,19.8,16.5,3.6,1.9,0.5,0.4,0.7,0.216,0.280,0.338,0.618,0.275,641796
506,Justyn-Henry Malloy,DET,R,3B,3B,21,65,55,8.0,1.8,6.8,0.4,13.2,9.0,2.3,0.1,21.2,17.3,8.9,0.7,0.5,0.4,0.1,0.241,0.349,0.387,0.736,0.314,669234
507,Jose Tena,CLE,L,SS,SS,21,65,60,6.6,1.2,6.2,1.0,13.9,9.0,3.5,0.2,21.3,18.5,4.1,0.6,0.5,0.4,0.4,0.232,0.285,0.356,0.641,0.314,677588
508,Daniel Vogelbach,TOR,L,DH,DH,19,61,51,7.8,2.4,7.4,0.1,12.0,7.4,2.1,0.1,21.5,15.1,8.6,0.4,0.5,0.3,0.1,0.233,0.342,0.418,0.760,0.279,14130
509,Luke Voit,NYM,R,DH,1B,20,61,54,7.3,2.3,7.1,0.3,11.6,7.1,2.0,0.1,20.8,20.4,6.1,0.9,0.4,0.2,0.1,0.216,0.305,0.387,0.691,0.296,572228
510,Jean Segura,FA,R,3B,3B,18,61,55,6.8,1.2,6.3,1.3,14.7,10.8,2.4,0.3,21.3,9.6,4.2,0.8,0.4,0.3,0.5,0.267,0.323,0.385,0.708,0.302,5933
511,Eric Haase,MIL,R,C/OF,C/OF,19,60,55,6.5,2.1,6.8,0.5,12.0,7.6,2.1,0.2,20.9,18.0,4.2,0.4,0.5,0.3,0.2,0.219,0.277,0.380,0.657,0.282,606992
512,Michael Toglia,COL,S,1B,1B/OF,19,60,53,7.0,2.2,7.2,0.5,12.1,7.5,2.1,0.2,21.4,17.2,5.2,0.4,0.5,0.3,0.2,0.228,0.296,0.403,0.699,0.289,669911
513,Dustin Harris,TEX,L,OF,OF,19,60,53,7.2,1.6,6.6,2.0,12.1,7.5,2.7,0.3,20.3,15.3,5.8,0.6,0.4,0.4,0.7,0.231,0.310,0.387,0.697,0.290,687957
514,Hanser Alberto,FA,R,DH,2B/3B,19,59,56,6.3,0.9,6.2,0.5,14.8,10.4,3.2,0.3,21.4,8.8,1.9,0.7,0.4,0.3,0.2,0.265,0.295,0.384,0.679,0.298,11902
515,Rougned Odor,FA,L,2B,2B/OF,19,59,53,6.8,2.0,6.8,0.7,11.9,7.2,2.6,0.2,20.8,14.3,4.5,1.1,0.4,0.3,0.3,0.227,0.296,0.395,0.692,0.271,12282
516,Jason Vosler,SEA,L,DH,1B,19,59,52,6.5,2.0,6.4,0.4,11.0,6.5,2.4,0.1,19.6,16.8,5.0,0.5,0.4,0.3,0.1,0.211,0.282,0.375,0.658,0.267,613564
517,Spencer Horwitz,TOR,L,1B,1B,19,59,50,7.2,1.2,6.2,0.5,13.1,8.8,3.0,0.1,19.8,12.2,7.3,0.7,0.4,0.3,0.2,0.260,0.356,0.394,0.751,0.318,687462
518,Clint Frazier,FA,R,DH,OF,19,58,50,6.2,1.4,5.4,0.9,10.0,6.4,2.1,0.2,16.7,18.7,6.5,0.7,0.4,0.3,0.4,0.201,0.298,0.334,0.632,0.286,15983
519,Franchy Cordero,FA,L,DH,OF,19,58,51,6.9,1.8,6.6,0.7,12.0,7.4,2.6,0.2,20.5,17.8,5.8,0.5,0.4,0.3,0.2,0.236,0.314,0.401,0.715,0.320,614173
520,Franmil Reyes,FA,R,DH,DH,19,58,52,7.2,2.6,7.5,0.3,12.1,7.3,2.1,0.2,22.3,18.1,4.8,0.4,0.4,0.2,0.1,0.232,0.298,0.427,0.725,0.299,614177
521,Brandon Dixon,FA,R,DH,1B/OF,19,58,53,6.3,2.0,6.7,0.7,11.6,7.1,2.2,0.2,20.3,19.5,3.6,0.7,0.4,0.4,0.3,0.219,0.273,0.384,0.657,0.300,641525
522,Isan Diaz,FA,L,2B/3B,2B/3B,19,58,51,6.5,1.8,6.2,0.6,10.9,6.8,2.0,0.2,18.8,17.1,5.5,0.5,0.4,0.4,0.3,0.212,0.291,0.367,0.658,0.277,656371
523,Drew Ellis,FA,R,3B,3B,19,58,50,6.9,1.9,6.3,0.4,10.4,5.9,2.4,0.1,18.8,16.3,6.8,0.8,0.4,0.4,0.2,0.208,0.309,0.378,0.688,0.266,656403
524,Xavier Edwards,MIA,S,2B,2B,19,58,51,6.5,0.6,5.3,1.7,14.1,11.1,2.1,0.2,18.4,7.2,5.4,0.4,0.4,0.4,0.6,0.276,0.345,0.361,0.706,0.309,669364
525,Jacob Amaya,MIA,R,SS,SS,19,58,51,6.4,1.1,5.4,0.5,11.5,8.1,2.1,0.2,17.4,12.2,5.7,0.4,0.4,0.4,0.2,0.228,0.307,0.344,0.652,0.277,676070
526,Brett Wisely,SF,L,2B,2B/OF,19,58,51,6.1,1.1,5.3,1.3,11.4,7.7,2.5,0.2,17.5,15.2,5.2,0.5,0.4,0.4,0.5,0.224,0.297,0.343,0.639,0.295,689172
527,Jesus Aguilar,FA,R,1B,1B,19,57,51,6.6,1.9,6.5,0.1,12.0,8.0,2.1,0.1,19.9,13.7,4.6,0.4,0.4,0.2,0.1,0.233,0.298,0.387,0.686,0.279,11342
528,Taylor Motter,FA,R,DH,2B/3B,19,57,50,6.6,1.7,6.1,0.5,11.0,6.9,2.2,0.1,18.7,16.1,5.9,0.4,0.4,0.4,0.2,0.220,0.302,0.374,0.676,0.284,12399
529,Jackie Bradley Jr.,FA,L,OF,OF,19,57,52,6.0,1.2,5.5,0.7,11.3,7.4,2.5,0.2,17.7,14.7,3.7,0.7,0.4,0.4,0.3,0.217,0.274,0.341,0.615,0.277,12984
530,Edwin Rios,FA,L,DH,DH,18,57,51,6.3,2.1,6.5,0.3,10.6,6.2,2.3,0.1,19.4,19.8,4.5,0.9,0.4,0.3,0.1,0.209,0.281,0.382,0.663,0.290,621458
531,Andrew Stevenson,FA,L,OF,OF,19,57,52,6.6,1.2,6.1,2.1,13.1,9.0,2.4,0.4,20.1,14.2,3.9,0.9,0.4,0.3,0.7,0.255,0.313,0.390,0.703,0.325,664057
532,Michael Siani,STL,L,OF,OF,18,57,50,6.0,0.9,5.1,1.6,10.6,7.5,1.9,0.3,15.9,13.2,6.0,0.4,0.4,0.4,0.6,0.214,0.299,0.320,0.619,0.270,672279
533,Wil Myers,FA,R,OF,1B/OF,18,56,50,6.1,1.7,6.2,0.7,11.6,7.4,2.4,0.1,19.2,16.8,4.6,0.3,0.4,0.3,0.3,0.230,0.295,0.382,0.677,0.307,10047
534,Tommy La Stella,FA,L,DH,DH,18,56,50,6.4,1.1,5.7,0.4,12.4,8.6,2.5,0.2,18.5,9.3,4.5,0.5,0.4,0.4,0.2,0.247,0.311,0.368,0.679,0.281,12371
535,Johan Camargo,FA,S,SS,2B/SS/ 3B,19,56,50,6.5,1.3,5.8,0.2,12.0,8.2,2.3,0.2,18.6,11.7,4.9,0.5,0.4,0.4,0.1,0.241,0.310,0.373,0.683,0.287,622666
536,Kyle Lewis,FA,R,DH,DH,18,56,49,6.8,2.1,6.7,0.2,11.7,7.5,2.1,0.1,20.1,15.6,5.5,0.5,0.4,0.3,0.1,0.237,0.315,0.408,0.723,0.299,641786
537,Jared Walsh,TEX,L,1B,1B/OF,18,56,50,6.6,2.1,6.8,0.3,11.1,6.4,2.6,0.1,20.2,18.2,4.4,0.5,0.4,0.2,0.1,0.222,0.289,0.403,0.692,0.300,665120
538,Otto Lopez,SF,R,SS,SS,18,56,50,5.9,0.5,4.9,1.2,13.0,10.0,1.8,0.7,17.7,9.8,4.1,0.6,0.4,0.3,0.5,0.259,0.319,0.351,0.671,0.312,672640
539,Spencer Jones,NYY,L,OF,OF,18,56,51,6.1,1.6,6.2,1.8,11.3,7.1,2.5,0.2,18.9,17.1,3.6,0.5,0.4,0.4,0.7,0.223,0.277,0.372,0.648,0.300,682987
540,AJ Pollock,FA,R,OF,OF,18,56,51,6.6,1.9,6.8,0.5,12.8,8.1,2.7,0.1,21.4,11.9,3.5,0.4,0.4,0.3,0.2,0.249,0.299,0.416,0.715,0.288,9256
541,Chad Wallach,LAA,R,C,C,18,55,49,5.8,1.6,5.5,0.3,9.7,6.2,1.8,0.2,16.6,17.3,4.6,0.6,0.4,0.4,0.1,0.199,0.272,0.339,0.611,0.269,17161
542,Matt Beaty,FA,L,DH,1B,18,55,49,5.9,1.1,5.3,0.2,11.1,7.8,2.1,0.2,16.8,12.3,4.2,1.6,0.4,0.3,0.1,0.229,0.306,0.345,0.651,0.283,607461
543,Luis Torrens,NYY,R,C,C,18,55,49,6.2,1.7,6.2,0.3,11.1,7.1,2.1,0.1,18.4,15.1,4.1,0.5,0.4,0.3,0.1,0.224,0.285,0.373,0.658,0.284,620443
544,Austin Meadows,FA,L,OF,OF,18,55,49,7.4,2.2,7.3,0.5,12.7,7.6,2.7,0.3,22.4,10.6,5.1,0.6,0.4,0.3,0.2,0.261,0.335,0.461,0.796,0.291,640457
545,Chandler Seagle,SD,R,C,C,18,55,51,4.7,0.9,4.5,0.5,9.5,6.5,2.1,0.1,14.5,17.6,2.8,0.7,0.4,0.3,0.2,0.188,0.237,0.286,0.522,0.265,676882
546,Tony Kemp,CIN,L,2B/OF,2B/OF,18,54,47,6.6,1.1,5.7,1.5,12.0,8.2,2.5,0.3,18.2,6.7,5.3,0.7,0.4,0.4,0.5,0.253,0.332,0.384,0.717,0.273,14894
547,Dane Myers,MIA,R,OF,OF,18,54,49,6.3,1.5,6.0,1.0,12.5,8.8,2.0,0.2,19.4,13.5,3.4,0.7,0.4,0.3,0.4,0.256,0.310,0.399,0.708,0.322,667472
548,Darin Ruf,FA,R,DH,DH,18,54,47,6.4,1.7,5.8,0.3,10.3,6.5,2.0,0.1,17.6,15.9,6.1,0.7,0.4,0.2,0.1,0.220,0.315,0.377,0.692,0.292,9929
549,Brett Phillips,CHW,L,DH,OF,18,53,46,5.4,1.6,5.0,1.3,8.2,4.8,1.5,0.2,15.0,21.0,5.2,0.5,0.4,0.3,0.4,0.178,0.265,0.327,0.591,0.275,14735
550,Jonathan Davis,MIA,R,OF,OF,18,53,46,5.8,0.9,4.8,1.5,10.4,7.2,1.8,0.4,15.7,13.7,4.9,0.8,0.4,0.4,0.5,0.226,0.306,0.341,0.647,0.297,641505
