#,Name,Team,POS,R/L,G,GS,QS,TBF,IP,W,L,SV,HLD,ERA,SIERA,WHIP,K,BB,H,HBP,ER,R,HR,GB%,FB%,LD%,BABIP,RazzID
1,Framber Valdez,HOU,SP,L,30.8,30.8,18.8,781.4,187.9,14.4,6.6,0,0,3.40,3.33,1.22,193.1,60.4,168.2,9.5,71.2,78.8,16,56.7,23.3,20.0,0.299,664285
2,Zack Wheeler,PHI,SP,R,30.8,30.8,18.2,760.0,184.8,12.7,7.9,0,0,3.55,3.64,1.15,184.8,43.8,168.6,8.8,72.0,78.4,23,43.9,36.2,19.9,0.292,10310
3,Chris Bassitt,TOR,SP,R,30.8,30.8,16.4,788.2,184.8,12.4,8.9,0,0,4.18,4.19,1.28,165.1,57.3,179.2,10.1,87.4,94.2,26,43.3,36.2,20.5,0.288,12304
4,Luis Castillo,SEA,SP,R,30.8,30.8,17.4,779.3,184.8,12.6,8.3,0,0,3.77,3.72,1.20,196.0,56.4,165.4,7.2,78.9,85.5,24,43.6,36.5,19.9,0.282,15689
5,Aaron Nola,PHI,SP,R,30.8,30.8,17.6,765.3,184.8,12.5,8.3,0,0,3.80,3.68,1.15,188.8,41.4,171.0,6.5,77.1,83.4,26,42.5,37.2,20.3,0.288,16149
6,Zac Gallen,ARI,SP,R,30.8,30.8,17.5,773.8,184.8,12.5,8.3,0,0,3.79,3.77,1.21,191.3,51.1,172.1,7.7,78.1,84.5,22,42.1,37.8,20.1,0.300,668678
7,Logan Gilbert,SEA,SP,R,30.8,30.8,16.9,772.8,184.8,12.4,8.7,0,0,3.99,3.87,1.17,184.6,43.8,172.2,6.2,83.5,89.6,28,39.0,41.0,20.0,0.279,669302
8,George Kirby,SEA,SP,R,30.8,30.8,17.5,764.4,184.8,12.6,8.3,0,0,3.74,3.62,1.13,178.8,31.8,177.0,7.6,78.2,84.7,25,43.2,36.8,20.0,0.287,669923
9,Logan Webb,SF,SP,R,29.8,29.8,17.8,761.0,181.8,12.1,8.2,0,0,3.47,3.29,1.21,163.2,40.3,179.1,7.3,72.1,79.7,16,55.5,24.1,20.4,0.305,657277
10,Jose Berrios,TOR,SP,R,30.8,30.8,16.4,772.6,181.7,12.2,8.6,0,0,4.09,4.11,1.25,171.5,51.0,176.2,9.5,83.9,90.4,26,41.7,38.0,20.2,0.289,14168
11,Merrill Kelly,ARI,SP,R,30.8,30.8,16.4,776.7,181.7,12.0,8.8,0,0,4.13,4.18,1.31,172.9,64.4,173.1,5.7,83.8,90.4,23,42.5,37.2,20.4,0.294,518876
12,Miles Mikolas,STL,SP,R,30.8,30.8,15.0,762.8,178.6,11.8,9.0,0,0,4.53,4.66,1.32,128.4,39.9,195.3,7.2,91.5,98.2,27,42.1,37.3,20.6,0.302,571945
13,Kevin Gausman,TOR,SP,R,29.8,29.8,17.4,726.7,175.8,12.2,7.3,0,0,3.44,3.42,1.14,203.3,47.5,153.7,4.7,68.4,74.1,22,40.6,39.6,19.9,0.291,14107
14,Pablo Lopez,MIN,SP,R,29.2,29.2,17.3,725.2,175.2,11.9,7.6,0,0,3.42,3.50,1.16,193.4,47.6,156.0,8.0,68.6,74.6,20,44.3,35.8,19.9,0.298,641154
15,Mitch Keller,PIT,SP,R,29.2,29.2,15.8,745.6,175.2,11.2,8.8,0,0,4.14,4.18,1.31,162.4,61.4,167.6,9.5,80.6,87.1,21,45.0,35.0,20.0,0.302,656605
16,Corbin Burnes,BAL,SP,R,29.2,29.2,16.8,737.5,175.2,11.8,7.9,0,0,3.70,3.51,1.17,183.9,54.7,151.0,8.2,72.2,78.5,21,45.2,35.0,19.8,0.279,669203
17,Kyle Gibson,STL,SP,R,29.8,29.8,15.1,748.9,172.8,11.6,8.3,0,0,4.31,4.48,1.38,137.4,56.0,182.9,7.7,84.2,91.2,22,48.0,31.4,20.6,0.307,10123
18,Justin Steele,CHC,SP,L,29.2,29.2,16.4,707.1,169.4,10.9,8.0,0,0,3.69,3.88,1.27,162.7,52.0,163.0,7.0,69.5,75.8,19,48.4,31.2,20.4,0.309,657006
19,Spencer Strider,ATL,SP,R,29.2,29.2,17.6,689.3,169.4,13.5,5.0,0,0,3.21,3.11,1.07,235.3,55.8,125.3,7.2,59.7,64.5,19,35.9,44.9,19.2,0.283,675911
20,Max Fried,ATL,SP,L,28.5,28.5,16.6,703.5,168.2,13.3,5.5,0,0,3.58,3.66,1.23,160.0,41.6,164.8,6.3,66.2,72.7,18,49.7,30.0,20.2,0.306,608331
21,Kyle Hendricks,CHC,SP,R,29.2,29.2,13.7,721.3,166.4,9.9,9.5,0,0,4.72,4.88,1.37,116.4,42.6,185.7,7.3,87.3,93.8,26,43.2,35.6,21.2,0.302,12049
22,Zach Eflin,TB,SP,R,29.2,29.2,16.0,690.1,166.4,11.0,7.5,0,0,3.70,3.70,1.17,160.6,32.4,161.7,5.9,69.3,75.3,21,45.1,34.4,20.5,0.295,13774
23,Lance Lynn,STL,SP,R,29.2,29.2,14.5,711.6,166.4,11.0,8.1,0,0,4.32,4.39,1.28,153.3,52.4,161.3,7.9,81.2,86.9,25,38.9,40.8,20.3,0.291,2520
24,Tanner Bibee,CLE,SP,R,29.2,29.2,14.9,706.1,166.4,10.0,8.9,0,0,4.19,4.29,1.26,164.7,51.7,157.4,6.6,78.1,83.6,26,36.8,43.1,20.1,0.285,676440
25,Dylan Cease,SD,SP,R,30.8,30.8,15.4,712.8,166.3,10.1,8.5,0,0,3.88,4.04,1.31,191.8,69.9,147.7,7.1,73.7,79.3,22,37.9,42.4,19.7,0.294,656302
26,Yoshinobu Yamamoto,LAD,SP,R,28.5,28.5,15.6,690.1,165.3,12.0,6.7,0,0,3.79,3.61,1.17,179.9,44.6,149.3,6.0,71.1,76.5,25,40.3,39.8,19.8,0.284,808967
27,Cole Ragans,KC,SP,L,27.5,27.5,15.6,700.5,165.0,10.6,8.0,0,0,3.90,4.08,1.28,171.1,69.3,142.6,6.1,69.9,75.7,19,41.3,39.1,19.6,0.291,666142
28,Taijuan Walker,PHI,SP,R,29.2,29.2,13.5,713.8,163.5,10.0,9.0,0,0,4.75,4.88,1.40,125.7,59.1,169.9,7.1,85.3,91.6,26,43.0,36.5,20.5,0.291,11836
29,Joe Ryan,MIN,SP,R,29.2,29.2,15.0,683.1,163.5,10.3,8.1,0,0,3.94,3.99,1.16,179.9,43.0,146.0,7.3,73.9,78.5,25,31.6,48.2,20.2,0.282,657746
30,Brayan Bello,BOS,SP,R,29.2,29.2,15.0,698.9,163.5,10.2,8.2,0,0,4.32,4.31,1.36,139.0,55.2,167.0,6.4,73.4,80.1,18,51.5,28.5,20.0,0.311,678394
31,Eduardo Rodriguez,ARI,SP,L,27.5,27.5,15.1,688.1,162.3,10.8,7.6,0,0,3.94,4.07,1.28,154.8,53.2,154.9,5.0,71.3,77.2,19,42.9,36.9,20.3,0.299,13164
32,Shane Bieber,CLE,SP,R,27.5,27.5,15.1,686.2,162.3,10.2,8.1,0,0,3.92,3.92,1.25,155.9,42.8,160.0,5.4,71.2,77.4,21,46.1,33.4,20.5,0.298,669456
33,Freddy Peralta,MIL,SP,R,29.2,29.2,15.6,669.8,160.6,9.9,7.8,0,0,3.72,3.79,1.19,192.4,56.1,134.8,7.3,65.5,70.6,22,38.4,41.8,19.8,0.281,642547
34,Jordan Montgomery,FA,SP,L,27.0,27.0,14.8,671.9,159.3,10.4,7.6,0,0,3.96,4.01,1.25,144.5,43.4,156.5,5.6,70.0,75.9,20,44.7,34.9,20.4,0.297,656756
35,Marcus Stroman,NYY,SP,R,29.8,29.8,14.5,678.3,157.9,10.6,7.1,0,0,4.07,4.03,1.33,134.7,49.9,159.4,5.9,71.2,77.9,19,51.8,27.7,20.5,0.297,13431
36,Dean Kremer,BAL,SP,R,29.2,29.2,13.5,677.7,157.7,9.4,8.6,0,0,4.47,4.57,1.33,135.2,50.8,159.0,6.4,78.6,84.2,25,40.1,39.7,20.3,0.292,665152
37,JP Sears,OAK,SP,L,29.2,29.2,13.3,676.1,157.7,8.1,10.0,0,0,4.42,4.51,1.27,144.4,51.3,149.8,8.5,80.3,85.3,26,34.3,45.4,20.2,0.277,676664
38,Grayson Rodriguez,BAL,SP,R,29.2,29.2,15.6,659.1,157.7,9.9,7.3,0,0,3.58,3.77,1.23,171.0,54.8,139.3,5.6,63.0,68.5,19,43.6,36.9,19.5,0.296,680570
39,Joe Musgrove,SD,SP,R,27.5,27.5,14.6,660.5,156.8,9.9,7.7,0,0,3.82,3.94,1.22,156.5,41.0,149.9,10.3,68.4,74.0,21,43.3,36.4,20.3,0.295,12970
40,Yu Darvish,SD,SP,R,27.5,27.5,14.0,659.6,156.8,9.8,8.1,0,0,4.11,4.13,1.23,160.0,42.6,150.0,8.1,73.7,78.8,24,38.5,41.4,20.1,0.293,13074
41,Ranger Suarez,PHI,SP,L,27.5,27.5,14.5,673.3,156.8,10.1,7.6,0,0,4.04,4.30,1.38,135.1,58.0,158.7,5.4,69.6,76.1,18,50.0,29.7,20.4,0.309,624133
42,Bobby Miller,LAD,SP,R,27.5,27.5,14.6,663.0,156.8,11.2,6.5,0,0,3.85,3.70,1.23,156.1,46.9,145.5,7.5,68.5,74.4,21,46.4,34.0,19.6,0.288,676272
43,Josiah Gray,WSH,SP,R,29.2,29.2,11.7,685.3,154.8,7.4,10.8,0,0,5.22,5.25,1.45,139.8,69.8,154.1,7.4,88.7,94.1,28,35.8,44.0,20.2,0.287,680686
44,Bryce Miller,SEA,SP,R,29.2,29.2,13.2,663.3,154.8,9.3,8.4,0,0,4.43,4.44,1.26,141.7,41.5,154.0,7.4,77.6,82.9,26,37.8,42.2,20.1,0.283,682243
45,Graham Ashcraft,CIN,SP,R,27.5,27.5,13.1,670.3,154.0,9.3,8.5,0,0,4.83,4.77,1.43,119.0,54.5,165.7,8.4,77.3,83.9,22,50.3,29.6,20.1,0.304,668933
46,Patrick Corbin,WSH,SP,L,27.5,27.5,12.4,669.5,154.0,8.1,9.9,0,0,4.92,4.98,1.43,109.8,49.4,170.7,5.3,83.1,89.2,25,45.2,34.2,20.7,0.304,9323
47,Sonny Gray,STL,SP,R,26.5,26.5,14.5,651.9,153.7,10.6,6.7,0,0,3.81,3.83,1.26,147.7,50.8,143.3,6.7,66.2,72.0,17,46.3,33.4,20.3,0.296,12768
48,Cristian Javier,HOU,SP,R,29.2,29.2,12.5,654.9,151.8,10.0,7.5,0,0,4.66,4.56,1.27,164.7,59.1,134.0,7.0,78.7,83.0,27,26.9,53.0,20.2,0.265,664299
49,Jon Gray,TEX,SP,R,27.5,27.5,13.6,643.7,151.3,9.5,7.6,0,0,4.34,4.42,1.30,144.9,51.1,146.2,7.3,70.1,75.5,22,42.5,37.6,19.9,0.294,14916
50,Brady Singer,KC,SP,R,27.5,27.5,13.4,650.4,151.3,8.8,8.4,0,0,4.38,4.48,1.36,123.2,45.6,160.2,8.0,72.0,78.1,18,48.0,31.5,20.4,0.316,663903
51,Jesus Luzardo,MIA,SP,L,27.5,27.5,14.5,636.9,151.3,9.0,7.7,0,0,3.80,3.86,1.21,170.8,52.4,131.4,6.2,63.4,68.4,19,39.4,41.0,19.6,0.292,666200
52,Reid Detmers,LAA,SP,L,28.5,28.5,13.6,644.2,151.1,9.1,7.9,0,0,4.26,4.37,1.30,161.7,58.6,138.5,8.4,69.9,74.9,23,37.3,42.7,20.0,0.292,672282
53,Jose Quintana,NYM,SP,L,25.9,25.9,13.1,655.3,150.2,9.8,7.5,0,0,4.27,4.41,1.40,127.2,52.5,157.4,4.9,73.3,79.2,20,44.6,34.7,20.8,0.302,11423
54,Justin Verlander,HOU,SP,R,25.9,25.9,13.4,632.8,150.2,10.8,6.4,0,0,4.21,4.22,1.21,143.9,39.4,142.5,5.9,70.5,75.3,24,35.8,43.9,20.3,0.279,8700
55,Hunter Greene,CIN,SP,R,29.2,29.2,13.9,627.1,148.9,8.6,7.8,0,0,4.24,4.21,1.25,182.2,58.7,127.3,8.1,65.6,70.1,24,34.4,46.3,19.3,0.285,668881
56,Charlie Morton,ATL,SP,R,27.5,27.5,13.4,641.7,148.5,10.9,5.8,0,0,4.20,4.28,1.34,159.2,59.7,138.6,10.2,68.5,73.9,19,43.0,37.1,19.9,0.303,4676
57,Kyle Freeland,COL,SP,L,27.5,27.5,11.9,647.6,148.5,7.1,10.2,0,0,5.55,5.77,1.49,93.5,44.3,176.6,6.5,80.2,85.9,26,42.0,36.9,21.1,0.320,607536
58,Tarik Skubal,DET,SP,L,27.5,27.5,15.2,608.1,148.5,8.9,7.1,0,0,3.31,3.24,1.10,171.2,39.9,123.3,5.5,55.1,59.9,17,43.1,37.2,19.7,0.288,669373
59,Shota Imanaga,CHC,SP,L,27.5,27.5,14.1,619.5,148.5,8.9,7.5,0,0,3.83,3.96,1.22,151.0,40.2,141.4,5.3,63.2,68.1,20,41.5,37.5,21.0,0.301,684007
60,Nathan Eovaldi,TEX,SP,R,25.9,25.9,13.6,624.0,147.6,9.6,7.1,0,0,4.22,4.28,1.27,133.1,41.3,145.8,5.9,66.4,71.9,21,45.0,34.9,20.2,0.292,9132
61,Nestor Cortes,NYY,SP,L,27.5,27.5,13.0,619.9,145.8,9.7,6.8,0,0,4.24,4.37,1.24,150.6,45.2,135.9,5.3,68.5,72.9,25,32.6,47.1,20.3,0.279,641482
62,Aaron Civale,TB,SP,R,27.5,27.5,12.9,621.9,145.8,8.9,7.6,0,0,4.22,4.19,1.26,139.7,41.1,142.8,6.9,69.3,74.4,21,41.0,38.5,20.5,0.290,650644
63,Hunter Brown,HOU,SP,R,27.5,27.5,13.9,618.1,145.8,10.2,5.9,0,0,3.80,3.86,1.31,155.7,54.8,135.6,6.1,61.8,67.5,16,50.0,30.2,19.8,0.305,686613
64,Seth Lugo,KC,SP,R,25.9,25.9,12.8,617.3,145.0,8.6,7.9,0,0,4.38,4.44,1.32,124.1,45.0,146.1,5.4,68.9,74.3,19,44.2,35.5,20.3,0.305,12447
65,Michael Wacha,KC,SP,R,25.9,25.9,12.2,621.0,145.0,8.4,8.4,0,0,4.72,4.74,1.32,119.2,43.9,147.3,5.3,74.2,79.3,22,39.5,39.9,20.5,0.296,14078
66,Bailey Ober,MIN,SP,R,25.9,25.9,12.9,612.4,145.0,9.0,7.5,0,0,4.13,4.12,1.19,140.5,34.7,138.4,5.8,68.7,73.3,23,34.8,44.7,20.5,0.282,641927
67,Blake Snell,FA,SP,L,25.6,25.6,13.9,608.6,143.4,9.2,6.7,0,0,3.67,3.56,1.24,179.4,66.3,111.0,4.3,58.5,63.4,17,40.5,40.0,19.5,0.275,13543
68,Jameson Taillon,CHC,SP,R,27.5,27.5,12.0,610.0,143.0,7.9,8.4,0,0,4.57,4.57,1.30,122.1,38.9,146.9,5.5,72.6,77.5,23,38.1,41.5,20.3,0.293,11674
69,Paul Blackburn,OAK,SP,R,27.5,27.5,12.0,621.7,143.0,7.0,9.3,0,0,4.44,4.63,1.41,115.7,48.4,154.0,5.6,73.1,78.8,19,46.4,33.1,20.6,0.310,14739
70,Yusei Kikuchi,TOR,SP,L,27.5,27.5,13.2,603.1,143.0,8.8,7.1,0,0,3.98,4.16,1.29,149.8,52.4,131.7,5.8,64.3,69.3,20,43.0,37.1,19.9,0.295,579328
71,Patrick Sandoval,LAA,SP,L,27.5,27.5,13.0,615.5,143.0,8.5,7.5,0,0,4.21,4.50,1.41,131.7,62.0,140.3,5.4,65.4,71.1,18,47.2,32.7,20.2,0.305,663776
72,Andrew Abbott,CIN,SP,L,27.5,27.5,13.1,605.3,143.0,8.3,7.6,0,0,4.35,4.51,1.31,155.5,56.5,131.4,5.2,64.6,69.1,24,36.2,43.7,20.1,0.289,671096
73,Eury Perez,MIA,SP,R,27.5,27.5,13.0,606.6,143.0,7.9,8.0,0,0,4.16,3.96,1.19,158.5,49.2,120.3,6.0,65.6,70.0,21,33.2,47.3,19.5,0.270,691587
74,Brandon Pfaadt,ARI,SP,R,27.5,27.5,12.4,602.3,143.0,8.4,7.8,0,0,4.38,4.63,1.26,130.7,38.7,142.2,6.5,70.0,74.6,22,36.2,43.6,20.3,0.298,694297
75,Wade Miley,MIL,SP,L,27.5,27.5,12.2,626.6,143.0,8.0,8.3,0,0,4.53,4.71,1.41,106.4,48.3,153.1,5.5,71.1,77.1,20,46.6,32.6,20.8,0.293,8779
76,Cristopher Sanchez,PHI,SP,L,25.9,25.9,13.1,611.7,142.5,8.9,7.1,0,0,4.10,4.25,1.36,118.1,50.7,142.7,6.7,64.2,70.3,17,52.2,27.3,20.5,0.301,650911
77,Griffin Canning,LAA,SP,R,25.9,25.9,12.9,603.7,142.5,8.9,7.2,0,0,4.23,4.22,1.28,145.6,47.2,134.9,5.6,65.5,70.3,22,39.7,40.3,20.0,0.291,656288
78,Gavin Williams,CLE,SP,R,25.9,25.9,12.7,610.8,142.5,8.3,7.8,0,0,4.20,4.28,1.30,150.1,55.7,129.1,6.6,67.2,72.0,21,37.8,42.4,19.8,0.283,668909
79,Reese Olson,DET,SP,R,27.5,27.5,12.5,601.3,140.3,7.4,8.2,0,0,4.19,4.15,1.30,133.3,51.9,129.9,5.4,65.9,71.1,18,43.0,36.9,20.0,0.287,681857
80,Nick Pivetta,BOS,SP,R,25.9,25.9,12.4,596.6,139.9,8.4,7.4,0,0,4.56,4.40,1.28,149.5,54.6,124.2,5.4,66.2,70.7,21,36.9,43.2,19.9,0.284,601713
81,Braxton Garrett,MIA,SP,L,26.5,26.5,12.8,583.7,137.8,7.7,7.5,0,0,4.02,4.00,1.26,126.9,38.2,135.2,7.7,61.0,66.3,16,47.2,32.2,20.6,0.303,666129
82,Kenta Maeda,DET,SP,R,27.5,27.5,12.4,579.8,137.5,7.2,8.1,0,0,4.15,4.09,1.21,137.5,38.9,127.8,5.5,63.9,68.4,20,38.0,41.6,20.5,0.288,18498
83,Cal Quantrill,COL,SP,R,27.5,27.5,10.4,605.8,137.5,5.7,10.2,0,0,5.82,6.02,1.53,84.3,45.9,164.5,7.4,77.9,83.3,25,41.2,38.3,20.5,0.319,615698
84,Tanner Houck,BOS,SP,R,27.5,27.5,12.6,589.7,137.5,7.8,7.4,0,0,4.39,4.42,1.36,123.6,50.4,136.8,7.6,62.7,68.2,16,48.9,30.9,20.2,0.309,656557
85,Clarke Schmidt,NYY,SP,R,27.5,27.5,11.9,592.0,137.5,8.7,6.8,0,0,4.41,4.59,1.36,119.7,45.6,141.2,7.1,67.3,72.5,20,44.3,35.3,20.4,0.300,657376
86,Tyler Anderson,LAA,SP,L,25.9,25.9,11.0,600.6,137.3,7.9,8.1,0,0,4.95,5.23,1.43,107.1,49.2,147.8,5.9,74.0,78.8,24,36.1,43.1,20.8,0.296,12880
87,Carlos Rodon,NYY,SP,L,25.9,25.9,13.1,574.7,137.3,9.4,5.8,0,0,3.81,3.65,1.15,164.0,43.4,114.0,5.8,58.0,62.0,20,33.5,46.7,19.8,0.272,16137
88,Dane Dunning,TEX,SP,R,35.6,19.4,9.6,578.3,134.9,11.0,8.9,0,0,4.43,4.65,1.40,114.7,46.8,141.9,7.1,63.8,69.2,18,48.2,31.2,20.6,0.303,641540
89,Colin Rea,MIL,SP,R,25.9,25.9,11.4,578.0,134.7,7.5,7.9,0,0,4.59,4.58,1.32,116.4,40.0,137.6,5.4,67.8,72.9,21,43.1,36.4,20.5,0.289,12317
90,Michael King,SD,SP,R,25.9,25.9,12.4,577.2,134.7,7.9,7.1,0,0,3.92,4.11,1.32,137.6,51.7,126.4,6.3,60.3,65.3,17,44.1,35.9,20.0,0.296,650633
91,Jack Flaherty,DET,SP,R,25.9,25.9,11.6,587.5,134.7,7.2,8.1,0,0,4.37,4.64,1.40,128.6,53.2,135.2,7.9,66.2,71.2,18,42.6,37.1,20.2,0.312,656427
92,Logan Allen,CLE,SP,L,25.9,25.9,12.1,578.0,134.7,7.5,7.6,0,0,4.15,4.54,1.36,128.6,49.0,134.1,4.6,62.7,67.5,20,40.9,38.7,20.4,0.301,671106
93,Bryan Woo,SEA,SP,R,25.9,25.9,11.9,576.2,134.7,8.0,7.2,0,0,4.23,4.24,1.26,139.6,45.8,123.8,7.7,64.5,69.0,20,38.8,41.2,20.0,0.281,693433
94,Tyler Glasnow,LAD,SP,R,24.3,24.3,13.5,548.5,133.7,9.6,4.9,0,0,3.34,3.05,1.12,166.7,40.9,108.2,3.7,50.6,55.1,16,44.5,36.0,19.5,0.284,14374
95,Chris Sale,ATL,SP,L,25.9,25.9,12.8,549.2,132.1,9.7,4.8,0,0,3.77,3.74,1.16,151.6,37.8,115.1,6.9,54.7,58.9,18,39.6,40.5,20.0,0.289,10603
96,Austin Gomber,COL,SP,L,25.9,25.9,10.7,572.9,132.1,5.9,9.3,0,0,5.45,5.79,1.49,88.0,43.7,153.2,4.5,70.1,75.0,23,41.5,37.7,20.8,0.318,16561
97,Zack Littell,TB,SP,R,25.9,25.9,10.5,575.0,132.1,7.5,7.8,0,0,4.79,4.88,1.38,104.9,41.0,141.4,5.4,71.4,76.3,22,41.1,38.5,20.4,0.294,641793
98,Triston McKenzie,CLE,SP,R,25.9,25.9,11.3,565.0,132.1,7.1,7.9,0,0,4.42,4.46,1.28,136.2,46.8,122.2,4.6,65.5,69.6,23,32.6,47.2,20.2,0.277,663474
99,Kyle Harrison,SF,SP,L,25.9,25.9,11.8,574.4,132.1,7.3,7.4,0,0,4.11,4.22,1.32,146.7,60.4,113.4,8.1,62.0,66.5,17,36.7,43.4,19.9,0.282,690986
100,J.P. France,HOU,SP,R,22.7,22.7,10.6,573.6,131.7,9.2,6.4,0,0,4.83,4.94,1.42,111.7,51.1,136.1,4.2,70.8,75.6,21,40.1,39.5,20.4,0.294,641585
101,Martin Perez,PIT,SP,L,24.3,24.3,10.7,582.1,131.2,7.4,7.8,0,0,4.74,4.86,1.48,91.8,50.5,143.5,5.6,69.0,74.6,17,46.5,32.8,20.7,0.306,6902
102,Luis Severino,NYM,SP,R,25.9,25.9,11.2,557.5,129.5,7.5,7.0,0,0,4.28,4.36,1.32,124.3,42.4,128.4,5.8,63.3,68.0,20,41.4,38.7,19.9,0.293,15890
103,Jake Irvin,WSH,SP,R,25.9,25.9,10.2,568.6,129.5,5.9,9.0,0,0,4.98,5.00,1.43,104.0,50.7,134.2,7.2,70.8,75.7,21,41.6,38.2,20.2,0.295,663623
104,MacKenzie Gore,WSH,SP,L,25.9,25.9,11.8,555.5,129.5,6.3,8.0,0,0,4.19,4.36,1.34,135.1,54.8,118.2,4.7,59.5,64.0,18,40.1,40.1,19.9,0.293,669022
105,Kutter Crawford,BOS,SP,R,25.9,25.9,11.0,552.0,129.5,7.1,7.5,0,0,4.82,4.75,1.29,119.9,41.7,125.0,5.2,64.7,68.8,22,34.6,45.1,20.3,0.286,676710
106,Frankie Montas,CIN,SP,R,24.3,24.3,11.7,546.8,128.8,7.6,6.8,0,0,4.41,4.48,1.32,123.4,42.8,127.6,5.2,59.2,63.9,20,43.7,36.3,20.0,0.298,14309
107,Ryan Pepiot,TB,SP,R,24.3,24.3,10.8,561.1,128.8,7.7,7.1,0,0,4.55,4.58,1.33,127.0,51.8,120.1,7.1,66.0,70.5,20,37.1,42.7,20.1,0.278,686752
108,Bryce Elder,ATL,SP,R,22.7,22.7,10.7,561.0,127.1,9.3,5.5,0,0,4.66,4.55,1.43,98.8,45.7,136.4,6.0,65.1,70.6,16,50.2,29.0,20.8,0.304,693821
109,Andrew Heaney,TEX,SP,L,25.9,25.9,11.4,539.8,126.9,7.2,6.8,0,0,4.38,4.56,1.30,130.6,45.1,119.7,6.9,59.4,63.6,21,37.9,41.9,20.2,0.292,15423
110,Louie Varland,MIN,SP,R,22.7,22.7,11.0,532.8,124.9,7.6,6.6,0,0,4.16,4.21,1.29,113.9,38.0,122.7,5.0,59.7,64.2,17,42.9,36.9,20.1,0.294,686973
111,Adrian Houser,NYM,SP,R,35.6,19.4,8.0,534.1,123.2,9.1,9.4,0,0,4.52,4.79,1.49,91.2,44.3,139.4,4.6,63.7,69.0,16,49.1,30.3,20.6,0.309,12718
112,Walker Buehler,LAD,SP,R,22.4,22.4,11.0,525.4,123.2,8.5,5.5,0,0,4.17,4.08,1.28,115.8,36.6,121.5,4.6,58.1,62.6,19,42.0,37.9,20.1,0.291,621111
113,Alex Wood,OAK,SP,L,24.3,24.3,9.9,534.4,121.5,5.6,8.2,0,0,4.53,4.69,1.42,96.3,45.7,126.5,8.3,63.5,68.3,17,44.9,34.5,20.6,0.299,13781
114,Marco Gonzales,PIT,SP,L,24.3,24.3,9.5,533.1,121.5,6.3,7.8,0,0,4.91,5.18,1.44,79.6,37.2,137.8,4.9,66.3,70.9,19,40.5,38.4,21.1,0.306,15467
115,Erick Fedde,CHW,SP,R,24.3,24.3,9.2,535.8,121.5,5.4,8.7,0,0,5.09,5.19,1.50,88.6,47.1,134.7,4.2,68.5,73.4,21,44.7,34.6,20.6,0.299,607200
116,Sean Manaea,NYM,SP,L,35.6,19.4,8.7,510.7,121.3,9.9,8.1,0,0,3.96,4.13,1.27,126.7,38.1,116.2,5.2,54.9,59.1,18,40.4,39.5,20.2,0.288,15873
117,Tyler Wells,BAL,SP,R,35.6,19.4,8.6,520.0,121.0,7.0,6.8,0,3,4.63,4.50,1.24,109.1,37.0,113.2,4.5,62.3,66.1,22,32.6,47.1,20.3,0.263,669330
118,Nick Lodolo,CIN,SP,L,23.5,23.5,11.9,500.9,119.9,7.1,5.9,0,0,3.86,4.13,1.26,137.9,42.0,108.9,9.2,48.1,52.3,16,44.7,35.4,19.9,0.306,666157
119,Matt Manning,DET,SP,R,22.7,22.7,9.4,514.7,118.0,6.1,7.6,0,0,4.80,4.72,1.36,88.7,40.1,120.6,5.0,63.5,67.9,18,40.5,39.1,20.4,0.286,666159
120,Garrett Whitlock,BOS,SP,R,22.7,22.7,10.6,498.3,118.0,6.9,6.3,0,0,4.49,4.57,1.30,105.0,31.9,120.9,4.7,55.1,59.3,17,42.4,37.3,20.3,0.306,676477
121,Edward Cabrera,MIA,SP,R,23.5,23.5,10.6,510.5,117.5,6.2,6.8,0,0,4.20,4.25,1.37,127.8,58.9,101.7,6.0,54.5,58.9,14,44.2,36.3,19.5,0.293,665795
122,Chase Silseth,LAA,SP,R,35.6,19.4,8.2,503.1,117.4,6.3,6.4,0,3,4.26,4.27,1.35,114.7,48.5,110.6,5.1,54.5,59.0,15,47.0,33.1,20.0,0.294,681217
123,Ross Stripling,OAK,SP,R,35.6,19.4,8.0,496.8,116.4,5.4,7.5,0,2,4.40,4.49,1.31,91.8,30.1,122.3,3.8,59.0,63.3,18,42.6,36.9,20.6,0.295,13273
124,Keaton Winn,SF,SP,R,35.6,19.4,8.6,497.5,116.4,6.2,6.5,0,2,4.06,4.12,1.31,99.4,36.5,116.1,6.0,54.1,58.8,13,48.1,31.9,20.0,0.299,676775
125,Nick Martinez,CIN,SP,R,35.6,19.4,7.8,496.8,114.2,5.9,6.6,0,2,4.73,4.77,1.43,101.9,45.3,118.4,4.7,56.2,60.8,17,47.5,32.2,20.3,0.303,12730
126,Chris Paddack,MIN,SP,R,22.7,22.7,9.8,480.9,113.5,6.3,6.4,0,0,4.29,4.29,1.27,97.5,28.1,115.7,4.1,55.8,59.8,17,40.7,38.9,20.4,0.295,663978
127,Trevor Rogers,MIA,SP,L,22.7,22.7,10.4,482.1,113.5,6.1,6.5,0,0,4.13,4.14,1.28,112.7,40.3,104.6,5.3,51.7,55.7,15,40.6,39.3,20.1,0.294,669432
128,Jordan Wicks,CHC,SP,L,22.7,22.7,9.9,491.6,113.5,6.1,6.6,0,0,4.38,4.69,1.39,94.8,39.7,117.7,4.6,55.3,59.7,16,44.0,35.5,20.5,0.302,696136
